kind	ida_ea	name	source	detail
ORPHAN_MARKER	0x00422DF0	nslAramSetAlignment	src\sound\nsl.cpp	line 5565
ORPHAN_MARKER	0x00422E00	nslAramGetAlignment	src\sound\nsl.cpp	line 5567
ORPHAN_MARKER	0x00422E10	nslAramInit	src\sound\nsl.cpp	line 5569
ORPHAN_MARKER	0x00422EA0	nslAramGetFreeBlock	src\sound\nsl.cpp	line 5584
ORPHAN_MARKER	0x00422F90	nslAramAlloc	src\sound\nsl.cpp	line 5620
ORPHAN_MARKER	0x004230A0	nslAramFree	src\sound\nsl.cpp	line 5657
DUPLICATE_MARKER	0x0044AAB0	?Cmd_SetSpawnPoint_f@@YAXPAVEntity@@@Z	src\game\logic\g_main.cpp	2 source markers
EMPTY_OR_CAST_BODY	0x004541A0	??0EntityDeathTask@@QAE@V?$DbLinkedHandle@VEntityHandleDb@@VEntity@@@@@Z	src\game\logic\g_main.cpp	EMPTY_BODY
EMPTY_OR_CAST_BODY	0x00455DF0	?G_RmvInvalidatedNode@@YAXPAVEntity@@PBUPathNode@PathNodes@@@Z	src\game\logic\g_dobj.cpp	NO_BODY
DUPLICATE_MARKER	0x0045E900	?G_GetVehicleInfo@@YAPAUvehicle_info_t@@PAVEntity@@@Z	src\game\cg\cg_dobj.cpp	2 source markers
DUPLICATE_MARKER	0x004A9DA0	?Inst@RumbleManager@@SAPAV1@H@Z	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004A9DA0	?Inst@RumbleManager@@SAPAV1@H@Z	src\game\core\core_systems.h	NO_BODY
EMPTY_OR_CAST_BODY	0x004B4E10	??0ae_heap_base@@QAE@XZ	src\core\memory\mem_heap.cpp	EMPTY_BODY
DUPLICATE_MARKER	0x004B5650	??1EntityNotify@@QAE@XZ	src\game\core\core_systems.h	3 source markers
EMPTY_OR_CAST_BODY	0x004B5650	??1EntityNotify@@QAE@XZ	src\game\core\core_systems.h	NO_BODY
EMPTY_OR_CAST_BODY	0x004BB020	?Com_InitZoneMemory@@YAXXZ	src\game\core\common.cpp	EMPTY_BODY
EMPTY_OR_CAST_BODY	0x004BB5A0	?jobqueue_init@@YAXXZ	src\game\core\sys.cpp	EMPTY_BODY
EMPTY_OR_CAST_BODY	0x004BB5B0	?jobqueue_shutdown@@YAXXZ	src\game\core\sys.cpp	EMPTY_BODY
EMPTY_OR_CAST_BODY	0x004BBAA0	?Script_Init@@YAXXZ	src\game\core\sys.cpp	EMPTY_BODY
DUPLICATE_MARKER	0x004BCD80	??1DialogueManager@@UAE@XZ	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004BCD80	??1DialogueManager@@UAE@XZ	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004BCD90	?SendSpecificSoundNotify@EffectEventSys@@QAEXPAVEntity@@VHashString@@@Z	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004BCD90	?SendSpecificSoundNotify@EffectEventSys@@QAEXPAVEntity@@VHashString@@@Z	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004BCDE0	?SendSoundNotify@EffectEventSys@@QAEXPAVEntity@@@Z	src\game\core\core_systems.h	3 source markers
EMPTY_OR_CAST_BODY	0x004BCDE0	?SendSoundNotify@EffectEventSys@@QAEXPAVEntity@@@Z	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004BCE20	?NumberOfVoicesUsed@EffectEventSys@@QAEHXZ	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004BCE20	?NumberOfVoicesUsed@EffectEventSys@@QAEHXZ	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004BCE60	?TagNameIndexInfo@EffectEventSys@@QAEXH@Z	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004BCE60	?TagNameIndexInfo@EffectEventSys@@QAEXH@Z	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004BCE80	?SetEffectMatrix@EffectEventSys@@QAEXPAVMat43@math@@@Z	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004BCE80	?SetEffectMatrix@EffectEventSys@@QAEXPAVMat43@math@@@Z	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004BCEA0	?SetScriptId@EffectEventSys@@QAEXVstring@Broc@@@Z	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004BCEA0	?SetScriptId@EffectEventSys@@QAEXVstring@Broc@@@Z	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004BCF00	?SetDialogNotify@EffectEventSys@@QAEXH@Z	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004BCF00	?SetDialogNotify@EffectEventSys@@QAEXH@Z	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004BCF20	?SetQueryType@EffectEventSys@@QAEXI@Z	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004BCF20	?SetQueryType@EffectEventSys@@QAEXI@Z	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004BCF40	?SoundCacheType@EffectEventSys@@QAEXH@Z	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004BCF40	?SoundCacheType@EffectEventSys@@QAEXH@Z	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004BCF60	??0InstanceHolder@RumbleManager@@QAE@XZ	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004BCF60	??0InstanceHolder@RumbleManager@@QAE@XZ	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004BD200	?SetPoPtr@AbstractEffectParticle@@UAEXPAVMat43@math@@@Z	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004BD200	?SetPoPtr@AbstractEffectParticle@@UAEXPAVMat43@math@@@Z	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004BD220	?IsLooping@AbstractEffectParticle@@UBE_NXZ	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004BD220	?IsLooping@AbstractEffectParticle@@UBE_NXZ	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004BD230	?AdjustEffect_Scale@AbstractEffectParticle@@UAEXPBDM@Z	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004BD230	?AdjustEffect_Scale@AbstractEffectParticle@@UAEXPBDM@Z	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004BD280	?FastForward@AbstractEffectParticle@@UAEXM@Z	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004BD280	?FastForward@AbstractEffectParticle@@UAEXM@Z	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004BD2A0	??1AbstractEffectLight@@UAE@XZ	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004BD2A0	??1AbstractEffectLight@@UAE@XZ	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004BD300	?GetDebugString@AbstractEffectLight@@UBE?AVstring@Broc@@XZ	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004BD300	?GetDebugString@AbstractEffectLight@@UBE?AVstring@Broc@@XZ	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004BD370	?GetDebugString@AbstractEffectShakeAndRumble@@UBE?AVstring@Broc@@XZ	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004BD370	?GetDebugString@AbstractEffectShakeAndRumble@@UBE?AVstring@Broc@@XZ	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004BD400	?SetMemAllocCbfn@TlSystemCallbacks@@QAEP6APAXIII@ZP6APAXIII@Z@Z	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004BD400	?SetMemAllocCbfn@TlSystemCallbacks@@QAEP6APAXIII@ZP6APAXIII@Z@Z	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004BD420	?SetMemFreeCbfn@TlSystemCallbacks@@QAEP6AXPAX@ZP6AX0@Z@Z	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004BD420	?SetMemFreeCbfn@TlSystemCallbacks@@QAEP6AXPAX@ZP6AX0@Z@Z	src\game\core\core_systems.h	NO_BODY
EMPTY_OR_CAST_BODY	0x004BD560	?LinkFrame@TlSystemCallbacks@@SAXXZ	src\game\core\sys.cpp	EMPTY_BODY
DUPLICATE_MARKER	0x004BD610	??1AnimHeap@@UAE@XZ	src\game\core\core_systems.h	3 source markers
EMPTY_OR_CAST_BODY	0x004BD610	??1AnimHeap@@UAE@XZ	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004BD660	?Allocate@AnimHeap@@UAEPAXH@Z	src\game\core\anim_heap.cpp	2 source markers
DUPLICATE_MARKER	0x004BD690	?Free@AnimHeap@@UAEXPAXH@Z	src\game\core\anim_heap.cpp	2 source markers
DUPLICATE_MARKER	0x004BD6B0	?CalcHash@HashString@@SAIPBD@Z	src\game\core\ctor_dtor.cpp	2 source markers
DUPLICATE_MARKER	0x004BD6E0	??0CtrlIcon@@QAE@XZ	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004BD6E0	??0CtrlIcon@@QAE@XZ	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004BD6F0	??1CtrlIcon@@QAE@XZ	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004BD6F0	??1CtrlIcon@@QAE@XZ	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004BD730	?TranslateIconTag@CtrlIcon@@QAEPBDPBD@Z	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004BD730	?TranslateIconTag@CtrlIcon@@QAEPBDPBD@Z	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004BD7A0	?ExtractIconTag@CtrlIcon@@QAE_NPBDPADPAPAD2@Z	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004BD7A0	?ExtractIconTag@CtrlIcon@@QAE_NPBDPADPAPAD2@Z	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004BDAA0	??0EntityNotify@@QAE@IV?$DbLinkedHandle@VEntityHandleDb@@VEntity@@@@PAVWaitTilOutput@@@Z	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004BDAA0	??0EntityNotify@@QAE@IV?$DbLinkedHandle@VEntityHandleDb@@VEntity@@@@PAVWaitTilOutput@@@Z	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004C0B40	??0DialogueManager@@QAE@XZ	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004C0B40	??0DialogueManager@@QAE@XZ	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004C0C00	?AddEffect@ActiveEffectSet@@QAEXPAVAbstractEffect@@@Z	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004C0C00	?AddEffect@ActiveEffectSet@@QAEXPAVAbstractEffect@@@Z	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004C0C30	?IsFinished@ActiveEffectSet@@QBE_NXZ	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004C0C30	?IsFinished@ActiveEffectSet@@QBE_NXZ	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004C0C50	?IsQueued@ActiveEffectSet@@QBE_NXZ	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004C0C50	?IsQueued@ActiveEffectSet@@QBE_NXZ	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004C0CD0	?AdjustEffect_Scale@ActiveEffectSet@@QAEXPBDM@Z	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004C0CD0	?AdjustEffect_Scale@ActiveEffectSet@@QAEXPBDM@Z	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004C0D50	?FastForward@ActiveEffectSet@@QAEXM@Z	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004C0D50	?FastForward@ActiveEffectSet@@QAEXM@Z	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004C0DD0	?PlayQueuedEffect@ActiveEffectSet@@QAEXXZ	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004C0DD0	?PlayQueuedEffect@ActiveEffectSet@@QAEXXZ	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004C0E40	?SetPoPtr@ActiveEffectSet@@QAEXPAVMat43@math@@@Z	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004C0E40	?SetPoPtr@ActiveEffectSet@@QAEXPAVMat43@math@@@Z	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004C0EC0	?StopLoopingEffects@ActiveEffectSet@@QAEXXZ	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004C0EC0	?StopLoopingEffects@ActiveEffectSet@@QAEXXZ	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004C0ED0	?DoStopLoopingEffects@ActiveEffectSet@@AAEXXZ	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004C0ED0	?DoStopLoopingEffects@ActiveEffectSet@@AAEXXZ	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004C0FE0	?FadeOutEffect@EffectEventSys@@QAEXPAVAbstractEffect@@M@Z	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004C0FE0	?FadeOutEffect@EffectEventSys@@QAEXPAVAbstractEffect@@M@Z	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004C1010	?AdvanceFades@EffectEventSys@@AAEXM@Z	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004C1010	?AdvanceFades@EffectEventSys@@AAEXM@Z	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004C1120	?SetSoundParams@EffectEventSys@@AAEXAAVSoundParams@@AAUPendingQuery@1@M@Z	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004C1120	?SetSoundParams@EffectEventSys@@AAEXAAVSoundParams@@AAUPendingQuery@1@M@Z	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004C11A0	?IsSoundToBeQueued@EffectEventSys@@QAEX_N@Z	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004C11A0	?IsSoundToBeQueued@EffectEventSys@@QAEX_N@Z	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004C11C0	?SetQueryImportance@EffectEventSys@@QAEX_N@Z	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004C11C0	?SetQueryImportance@EffectEventSys@@QAEX_N@Z	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004C11F0	?DirectionInfo@EffectEventSys@@QAEXQBM@Z	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004C11F0	?DirectionInfo@EffectEventSys@@QAEXQBM@Z	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004C1240	??0AbstractEffect@@QAE@W4TPakId@@V?$DbLinkedHandle@VEntityHandleDb@@VEntity@@@@HM@Z	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004C1240	??0AbstractEffect@@QAE@W4TPakId@@V?$DbLinkedHandle@VEntityHandleDb@@VEntity@@@@HM@Z	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004C12A0	?StartFadeOut@AbstractEffectSound@@UAEXM@Z	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004C12A0	?StartFadeOut@AbstractEffectSound@@UAEXM@Z	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004C12C0	??1AbstractEffectParticle@@UAE@XZ	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004C12C0	??1AbstractEffectParticle@@UAE@XZ	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004C1350	?StartFadeOut@AbstractEffectParticle@@UAEXM@Z	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004C1350	?StartFadeOut@AbstractEffectParticle@@UAEXM@Z	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004C1380	??0AnimHeap@@QAE@XZ	src\game\core\core_systems.h	3 source markers
EMPTY_OR_CAST_BODY	0x004C1380	??0AnimHeap@@QAE@XZ	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004C1440	??1ConfigStringManager@@EAE@XZ	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004C1440	??1ConfigStringManager@@EAE@XZ	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004C1450	??0HashString@@QAE@AAVstring@Broc@@@Z	src\engine\broc_types.h	2 source markers
EMPTY_OR_CAST_BODY	0x004C1450	??0HashString@@QAE@AAVstring@Broc@@@Z	src\engine\broc_types.h	NO_BODY
DUPLICATE_MARKER	0x004C14D0	??1STBManager@@EAE@XZ	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004C14D0	??1STBManager@@EAE@XZ	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004C1D80	??0EntityNotifySet@@QAE@PAVEntity@@@Z	src\game\core\core_systems.h	3 source markers
EMPTY_OR_CAST_BODY	0x004C1D80	??0EntityNotifySet@@QAE@PAVEntity@@@Z	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004C56B0	?GetActiveEffectSet@EffectEventSys@@QAEPAVActiveEffectSet@@VHandle@@@Z	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004C56B0	?GetActiveEffectSet@EffectEventSys@@QAEPAVActiveEffectSet@@VHandle@@@Z	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004C56F0	??0RumbleManager@@QAE@H@Z	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004C56F0	??0RumbleManager@@QAE@H@Z	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004C59C0	?GetDebugString@AbstractEffectParticle@@UBE?AVstring@Broc@@XZ	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004C59C0	?GetDebugString@AbstractEffectParticle@@UBE?AVstring@Broc@@XZ	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004C5AA0	?ParseTlAssertString@TlSystemCallbacks@@CA_NPBDAAV?$ae_fixed_string@$0BAA@G@@11AAH@Z	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004C5AA0	?ParseTlAssertString@TlSystemCallbacks@@CA_NPBDAAV?$ae_fixed_string@$0BAA@G@@11AAH@Z	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004C5C60	??0ConfigStringManager@@AAE@XZ	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004C5C60	??0ConfigStringManager@@AAE@XZ	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004C5C80	?DecodeBank@ConfigStringManager@@QAEXPBDPAEHW4TPakId@@@Z	src\game\core\configstring.cpp	2 source markers
DUPLICATE_MARKER	0x004C5CE0	??0STBManager@@AAE@XZ	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004C5CE0	??0STBManager@@AAE@XZ	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004C6450	?GetNotify@EntityNotifySet@@QBEPAVEntityNotify@@ABVHashString@@@Z	src\game\core\entity_notify.cpp	2 source markers
DUPLICATE_MARKER	0x004C64D0	?AssignScriptVariable@EntityNotifySet@@QAE_NABVHashString@@PAVWaitTilOutput@@@Z	src\game\core\entity_notify.cpp	2 source markers
DUPLICATE_MARKER	0x004CA630	?GetTableSet@DbTablesetMgr@@QBE?AV?$IVPointer@VDbTableSet@@@@W4TPakId@@PBD@Z	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004CA630	?GetTableSet@DbTablesetMgr@@QBE?AV?$IVPointer@VDbTableSet@@@@W4TPakId@@PBD@Z	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004CA660	?FrameAdvance@ActiveEffectSet@@QAEXM@Z	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004CA660	?FrameAdvance@ActiveEffectSet@@QAEXM@Z	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004CA820	?IsSoundAlreadyPlaying@EffectEventSys@@QAEHIPAVEntity@@H@Z	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004CA820	?IsSoundAlreadyPlaying@EffectEventSys@@QAEHIPAVEntity@@H@Z	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004CABD0	?AdjustEffect_Scale@EffectEventSys@@QAEXVHandle@@PBDM@Z	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004CABD0	?AdjustEffect_Scale@EffectEventSys@@QAEXVHandle@@PBDM@Z	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004CAC10	?FastForward@EffectEventSys@@QAEXVHandle@@M@Z	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004CAC10	?FastForward@EffectEventSys@@QAEXVHandle@@M@Z	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004CAC50	?PlayQueuedEffect@EffectEventSys@@QAEXVHandle@@@Z	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004CAC50	?PlayQueuedEffect@EffectEventSys@@QAEXVHandle@@@Z	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004CAC90	?StopLoopingEffects@EffectEventSys@@QAEXVHandle@@@Z	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004CAC90	?StopLoopingEffects@EffectEventSys@@QAEXVHandle@@@Z	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004CACD0	?IsEffectActive@EffectEventSys@@QAE_NVHandle@@@Z	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004CACD0	?IsEffectActive@EffectEventSys@@QAE_NVHandle@@@Z	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004CAD20	?GetEffectTables@EffectEventSys@@AAEXW4TPakId@@PBD1AAV?$ae_sized_array@PBVDbTable@@$0BA@@@@Z	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004CAD20	?GetEffectTables@EffectEventSys@@AAEXW4TPakId@@PBD1AAV?$ae_sized_array@PBVDbTable@@$0BA@@@@Z	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004CAE70	?GetEffectTables@EffectEventSys@@AAEXW4TPakId@@PBD11AAV?$ae_sized_array@PBVDbTable@@$0BA@@@@Z	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004CAE70	?GetEffectTables@EffectEventSys@@AAEXW4TPakId@@PBD11AAV?$ae_sized_array@PBVDbTable@@$0BA@@@@Z	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004CB840	?ReleaseHandle@EffectEventSys@@QAEXPAVActiveEffectSet@@@Z	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004CB840	?ReleaseHandle@EffectEventSys@@QAEXPAVActiveEffectSet@@@Z	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004CB870	?ReleaseHandle@EffectEventSys@@QAEXVHandle@@@Z	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004CB870	?ReleaseHandle@EffectEventSys@@QAEXVHandle@@@Z	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004CC230	?GetPosition@AbstractEffect@@QBE?AVPosition3@math@@XZ	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004CC230	?GetPosition@AbstractEffect@@QBE?AVPosition3@math@@XZ	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004CC330	?GetEntityDebugString@AbstractEffect@@QBE?AVstring@Broc@@XZ	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004CC330	?GetEntityDebugString@AbstractEffect@@QBE?AVstring@Broc@@XZ	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004CC3F0	??1AbstractEffectSound@@UAE@XZ	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004CC3F0	??1AbstractEffectSound@@UAE@XZ	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004CC4B0	?FrameAdvance@AbstractEffectSound@@UAEXM@Z	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004CC4B0	?FrameAdvance@AbstractEffectSound@@UAEXM@Z	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004CD050	?SetPoPtr@AbstractEffectSound@@UAEXPAVMat43@math@@@Z	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004CD050	?SetPoPtr@AbstractEffectSound@@UAEXPAVMat43@math@@@Z	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004CD0C0	?IsQueued@AbstractEffectSound@@UBE_NXZ	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004CD0C0	?IsQueued@AbstractEffectSound@@UBE_NXZ	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004CD120	?IsFinished@AbstractEffectSound@@UAE_NXZ	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004CD120	?IsFinished@AbstractEffectSound@@UAE_NXZ	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004CD1B0	?IsLooping@AbstractEffectSound@@UBE_NXZ	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004CD1B0	?IsLooping@AbstractEffectSound@@UBE_NXZ	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004CD230	?AdjustEffect_Scale@AbstractEffectSound@@UAEXPBDM@Z	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004CD230	?AdjustEffect_Scale@AbstractEffectSound@@UAEXPBDM@Z	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004CD350	?PlayQueuedEffect@AbstractEffectSound@@UAEXXZ	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004CD350	?PlayQueuedEffect@AbstractEffectSound@@UAEXXZ	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004CD4C0	?StopEffect@AbstractEffectSound@@UAEXXZ	src\game\core\core_systems.h	2 source markers
EMPTY_OR_CAST_BODY	0x004CD4C0	?StopEffect@AbstractEffectSound@@UAEXXZ	src\game\core\core_systems.h	NO_BODY
DUPLICATE_MARKER	0x004CD580	?GetDebugString@AbstractEffectSound@@UBE?AVstring@Broc@@XZ	src\game\core\core_systems.h	2 source markers
