ida_ea	name	signature	source_cpp
0x0083FF80	?nglDxCheckErrorD3D@@YAJJPBDI@Z	long __cdecl nglDxCheckErrorD3D(long,char const *,unsigned int)	
0x0083FFE0	?nglFlip@@YAXXZ	void __cdecl nglFlip(void)	
0x00840010	?nglSetDisplayMode@@YAXPAII@Z	void __cdecl nglSetDisplayMode(unsigned int *,unsigned int)	
0x00840130	?nglXbSetGammaRamp@@YAXPAE@Z	void __cdecl nglXbSetGammaRamp(unsigned char *)	
0x00840150	?nglDxInitOcclusionQuery@@YAXXZ	void __cdecl nglDxInitOcclusionQuery(void)	
0x00840160	?nglXbInitPushBufferSize@@YAXXZ	void __cdecl nglXbInitPushBufferSize(void)	
0x00840210	?nglDxInitDisplayMode@@YAXXZ	void __cdecl nglDxInitDisplayMode(void)	
0x00840240	?nglDxInitPresentParams@@YAXXZ	void __cdecl nglDxInitPresentParams(void)	
0x008402F0	?nglRenderStartCallback@@YAXK@Z	void __cdecl nglRenderStartCallback(unsigned long)	
0x00840320	?nglRenderFinishCallback@@YAXK@Z	void __cdecl nglRenderFinishCallback(unsigned long)	
0x00840360	?nglVBlankCallback@@YAXPAU_D3DVBLANKDATA@@@Z	void __cdecl nglVBlankCallback(struct _D3DVBLANKDATA *)	
0x00840370	?ngliLoadPhysicalSection@@YAXPAVapkFile@apk@@PAUapkFileSection@2@PAX@Z	void __cdecl ngliLoadPhysicalSection(class apk::apkFile *,struct apk::apkFileSection *,void *)	
0x00840380	?ngliUnloadPhysicalSection@@YAXPAVapkFile@apk@@PAUapkFileSection@2@PAX@Z	void __cdecl ngliUnloadPhysicalSection(class apk::apkFile *,struct apk::apkFileSection *,void *)	
0x00840390	?ngliPreInit@@YAXXZ	void __cdecl ngliPreInit(void)	
0x008404C0	?ngliPostInit@@YAXXZ	void __cdecl ngliPostInit(void)	
0x008404E0	?ngliExit@@YAXXZ	void __cdecl ngliExit(void)	
0x008404F0	?nglDxSetFrameLockParams@@YAXW4nglFrameLockType@@@Z	void __cdecl nglDxSetFrameLockParams(enum nglFrameLockType)	
0x008405A0	?nglSetFrameLock@@YA?AW4nglFrameLockType@@W41@@Z	enum nglFrameLockType __cdecl nglSetFrameLock(enum nglFrameLockType)	
0x00840600	?nglWaitForRendering@@YAXXZ	void __cdecl nglWaitForRendering(void)	
0x00840610	?ngliListInit@@YAXXZ	void __cdecl ngliListInit(void)	
0x00840700	?nglRenderPerfInfo@@YAXXZ	void __cdecl nglRenderPerfInfo(void)	
0x008408B0	?nglRenderDebug@@YAXXZ	void __cdecl nglRenderDebug(void)	
0x008408D0	?nglListSendBatch@@YAXPAUjqBatch@@@Z	void __cdecl nglListSendBatch(struct jqBatch *)	
0x00840CE0	?ngliWaitForResource@@YAXXZ	void __cdecl ngliWaitForResource(void)	
0x00840D30	?nglDxResetDevice@@YAXXZ	void __cdecl nglDxResetDevice(void)	
