ida_ea	va	name	signature	family
0x005BBC20	0x009AB120	?MemPrint@@YAXPBDZZ	void __cdecl MemPrint(char const *,...)	scr.o
0x005BBC50	0x009AB150	?Init@MemCount@@YAXXZ	void __cdecl MemCount::Init(void)	scr.o
0x005BBC60	0x009AB160	?RenderTotals@MemCount@@YAXXZ	void __cdecl MemCount::RenderTotals(void)	scr.o
0x005BBC70	0x009AB170	?ReportTotals@MemCount@@YAXXZ	void __cdecl MemCount::ReportTotals(void)	scr.o
0x005BBC80	0x009AB180	?IsRealLeak@MemCount@@YA_NPBDHH@Z	bool __cdecl MemCount::IsRealLeak(char const *,int,int)	scr.o
0x005BBC90	0x009AB190	?CheckForMapChangeLeaks@MemCount@@YAXXZ	void __cdecl MemCount::CheckForMapChangeLeaks(void)	scr.o
0x005BBCA0	0x009AB1A0	?CheckForRoundtripLeaks@MemCount@@YAXXZ	void __cdecl MemCount::CheckForRoundtripLeaks(void)	scr.o
0x005BBCB0	0x009AB1B0	?SetGamePhase@MemCount@@YAXW4eGamePhase@1@@Z	void __cdecl MemCount::SetGamePhase(enum MemCount::eGamePhase)	scr.o
0x005BBCC0	0x009AB1C0	?SetSafeAlloc@MemCount@@YAX_N@Z	void __cdecl MemCount::SetSafeAlloc(bool)	scr.o
0x005BBCD0	0x009AB1D0	?ThreadPrintf@@YAXHPBDZZ	void __cdecl ThreadPrintf(int,char const *,...)	scr.o
0x005BBD30	0x009AB230	?SetJmp@@YAXPAI@Z	void __cdecl SetJmp(unsigned int *)	scr.o
0x005BBD80	0x009AB280	?LongJmp@@YAXPAI@Z	void __cdecl LongJmp(unsigned int *)	scr.o
0x005BBDB0	0x009AB2B0	??0BackupStack@AeThread@@QAE@XZ	public: __thiscall AeThread::BackupStack::BackupStack(void)	scr.o
0x005BBDC0	0x009AB2C0	?Backup@BackupStack@AeThread@@QAEXII@Z	public: void __thiscall AeThread::BackupStack::Backup(unsigned int,unsigned int)	scr.o
0x005BBF70	0x009AB470	?Restore@BackupStack@AeThread@@QBEXI@Z	public: void __thiscall AeThread::BackupStack::Restore(unsigned int)const 	scr.o
0x005BC0B0	0x009AB5B0	??1BackupStack@AeThread@@QAE@XZ	public: __thiscall AeThread::BackupStack::~BackupStack(void)	scr.o
0x005BC0F0	0x009AB5F0	?NewAction@AeThreadPakNotifyState@@UAE?AW4EAction@AeThreadState@@AAVAeThread@@@Z	public: virtual enum AeThreadState::EAction __thiscall AeThreadPakNotifyState::NewAction(class AeThread &)	scr.o
0x005BC150	0x009AB650	?NewAction@AeThreadWaitState@@UAE?AW4EAction@AeThreadState@@AAVAeThread@@@Z	public: virtual enum AeThreadState::EAction __thiscall AeThreadWaitState::NewAction(class AeThread &)	scr.o
0x005BC180	0x009AB680	?NewAction@AeThreadWaitFramesState@@UAE?AW4EAction@AeThreadState@@AAVAeThread@@@Z	public: virtual enum AeThreadState::EAction __thiscall AeThreadWaitFramesState::NewAction(class AeThread &)	scr.o
0x005BC1A0	0x009AB6A0	?XboxGetEntryFunction@@YAP6AP6AXXZPAPAUBrocAPI@@AAUBrocExports@@@ZPBD@Z	void (__cdecl*(__cdecl*__cdecl XboxGetEntryFunction(char const *))(struct BrocAPI * *,struct BrocExports &))(void)	scr.o
0x005BC1D0	0x009AB6D0	?SetDepthOfField@@YAX_NMMMM@Z	void __cdecl SetDepthOfField(bool,float,float,float,float)	scr.o
0x005BC1E0	0x009AB6E0	?CreateNanoGraph@@YAIPADQAM1@Z	unsigned int __cdecl CreateNanoGraph(char *,float * const,float * const)	scr.o
0x005BC210	0x009AB710	?ConvertStringToHash@BrocSys@@YA?BIPBD@Z	unsigned int const __cdecl BrocSys::ConvertStringToHash(char const *)	scr.o
0x005BC230	0x009AB730	?MemFree@BrocSys@@YAXPAX@Z	void __cdecl BrocSys::MemFree(void *)	scr.o
0x005BC280	0x009AB780	?PoolAlloc@BrocSys@@YAPAXI@Z	void * __cdecl BrocSys::PoolAlloc(unsigned int)	scr.o
0x005BC2A0	0x009AB7A0	?PoolFree@BrocSys@@YAXPAX@Z	void __cdecl BrocSys::PoolFree(void *)	scr.o
0x005BC2C0	0x009AB7C0	?RoundOver@BrocSys@@YAXHABVstring@Broc@@@Z	void __cdecl BrocSys::RoundOver(int,class Broc::string const &)	scr.o
0x005BC350	0x009AB850	?DisplayScoreBoard@BrocSys@@YAX_NH@Z	void __cdecl BrocSys::DisplayScoreBoard(bool,int)	scr.o
0x005BC450	0x009AB950	?SettleMapVote@BrocSys@@YAXXZ	void __cdecl BrocSys::SettleMapVote(void)	scr.o
0x005BC470	0x009AB970	?SettleGameModeVote@BrocSys@@YAXXZ	void __cdecl BrocSys::SettleGameModeVote(void)	scr.o
0x005BC490	0x009AB990	?SetSpecialRecharge@BrocSys@@YAXHHHH@Z	void __cdecl BrocSys::SetSpecialRecharge(int,int,int,int)	scr.o
0x005BC4C0	0x009AB9C0	?AdvanceSpecialRecharge@BrocSys@@YAXH@Z	void __cdecl BrocSys::AdvanceSpecialRecharge(int)	scr.o
0x005BC500	0x009ABA00	?GetSpecialRechargePlayerClass@BrocSys@@YAHXZ	int __cdecl BrocSys::GetSpecialRechargePlayerClass(void)	scr.o
0x005BC520	0x009ABA20	?SpecialEditionSkin@BrocSys@@YA_NXZ	bool __cdecl BrocSys::SpecialEditionSkin(void)	scr.o
0x005BC530	0x009ABA30	?IsHost@BrocSys@@YA_NXZ	bool __cdecl BrocSys::IsHost(void)	scr.o
0x005BC540	0x009ABA40	?IsRankedGame@BrocSys@@YA_NXZ	bool __cdecl BrocSys::IsRankedGame(void)	scr.o
0x005BC550	0x009ABA50	?IsLanGame@BrocSys@@YA_NXZ	bool __cdecl BrocSys::IsLanGame(void)	scr.o
0x005BC560	0x009ABA60	?IsOnlineGame@BrocSys@@YA_NXZ	bool __cdecl BrocSys::IsOnlineGame(void)	scr.o
0x005BC570	0x009ABA70	?IsLocalGame@BrocSys@@YA_NXZ	bool __cdecl BrocSys::IsLocalGame(void)	scr.o
0x005BC580	0x009ABA80	?IsSplitScreen@BrocSys@@YA_NXZ	bool __cdecl BrocSys::IsSplitScreen(void)	scr.o
0x005BC590	0x009ABA90	?SetTeamGame@BrocSys@@YAX_N@Z	void __cdecl BrocSys::SetTeamGame(bool)	scr.o
0x005BC5A0	0x009ABAA0	?SetShowScore@BrocSys@@YAX_N@Z	void __cdecl BrocSys::SetShowScore(bool)	scr.o
0x005BC5B0	0x009ABAB0	?SetShowTime@BrocSys@@YAXM@Z	void __cdecl BrocSys::SetShowTime(float)	scr.o
0x005BC5E0	0x009ABAE0	?GetTeamGame@BrocSys@@YA_NXZ	bool __cdecl BrocSys::GetTeamGame(void)	scr.o
0x005BC5F0	0x009ABAF0	?ScreenFadeToBlack@BrocSys@@YAXIH@Z	void __cdecl BrocSys::ScreenFadeToBlack(unsigned int,int)	scr.o
0x005BC630	0x009ABB30	?ScreenFadeUp@BrocSys@@YAXIH@Z	void __cdecl BrocSys::ScreenFadeUp(unsigned int,int)	scr.o
0x005BC660	0x009ABB60	?ActiveMenu@BrocSys@@YAHXZ	int __cdecl BrocSys::ActiveMenu(void)	scr.o
0x005BC6A0	0x009ABBA0	?NextRound@BrocSys@@YAX_N@Z	void __cdecl BrocSys::NextRound(bool)	scr.o
0x005BC6C0	0x009ABBC0	?NextRoundMapChanges@BrocSys@@YA_NXZ	bool __cdecl BrocSys::NextRoundMapChanges(void)	scr.o
0x005BC6D0	0x009ABBD0	?QuitGame@BrocSys@@YAXXZ	void __cdecl BrocSys::QuitGame(void)	scr.o
0x005BC6E0	0x009ABBE0	?Localize@BrocSys@@YAPBDPBD@Z	char const * __cdecl BrocSys::Localize(char const *)	scr.o
0x005BC700	0x009ABC00	?Print@BrocSys@@YAXPBD@Z	void __cdecl BrocSys::Print(char const *)	scr.o
0x005BC710	0x009ABC10	?PrintLn@BrocSys@@YAXPBD@Z	void __cdecl BrocSys::PrintLn(char const *)	scr.o
0x005BC730	0x009ABC30	?GetAnimName@BrocSys@@YA_NIPADH@Z	bool __cdecl BrocSys::GetAnimName(unsigned int,char *,int)	scr.o
0x005BC790	0x009ABC90	?PrintFloat3D@BrocSys@@YAXABUvector@Broc@@M0MM@Z	void __cdecl BrocSys::PrintFloat3D(struct Broc::vector const &,float,struct Broc::vector const &,float,float)	scr.o
0x005BC800	0x009ABD00	?Line@BrocSys@@YAXABUvector@Broc@@00MH@Z	void __cdecl BrocSys::Line(struct Broc::vector const &,struct Broc::vector const &,struct Broc::vector const &,float,int)	scr.o
0x005BC810	0x009ABD10	?SquareRootX@BrocSys@@YAMM@Z	float __cdecl BrocSys::SquareRootX(float)	scr.o
0x005BC820	0x009ABD20	?ModXY@BrocSys@@YAHHH@Z	int __cdecl BrocSys::ModXY(int,int)	scr.o
0x005BC830	0x009ABD30	?FModXY@BrocSys@@YAMMM@Z	float __cdecl BrocSys::FModXY(float,float)	scr.o
0x005BC840	0x009ABD40	?atoff@BrocSys@@YAMPBD@Z	float __cdecl BrocSys::atoff(char const *)	scr.o
0x005BC860	0x009ABD60	?ThreadBackupStack@BrocSys@@YAXI@Z	void __cdecl BrocSys::ThreadBackupStack(unsigned int)	scr.o
0x005BC880	0x009ABD80	?ThreadIsThreadExecuting@BrocSys@@YA_NXZ	bool __cdecl BrocSys::ThreadIsThreadExecuting(void)	scr.o
0x005BC890	0x009ABD90	?Assert@BrocSys@@YA_NPBDH0@Z	bool __cdecl BrocSys::Assert(char const *,int,char const *)	scr.o
0x005BC8E0	0x009ABDE0	?Warning@BrocSys@@YA_NPBDH0@Z	bool __cdecl BrocSys::Warning(char const *,int,char const *)	scr.o
0x005BC930	0x009ABE30	?Error@BrocSys@@YA_NPBDH0@Z	bool __cdecl BrocSys::Error(char const *,int,char const *)	scr.o
0x005BC970	0x009ABE70	?CVarGetString@BrocSys@@YAXAAVstring@Broc@@PBD@Z	void __cdecl BrocSys::CVarGetString(class Broc::string &,char const *)	scr.o
0x005BC9A0	0x009ABEA0	?CVarGetInt@BrocSys@@YAHPBD@Z	int __cdecl BrocSys::CVarGetInt(char const *)	scr.o
0x005BC9B0	0x009ABEB0	?CVarGetFloat@BrocSys@@YAMPBD@Z	float __cdecl BrocSys::CVarGetFloat(char const *)	scr.o
0x005BC9D0	0x009ABED0	?CVarSetString@BrocSys@@YAXPBD0@Z	void __cdecl BrocSys::CVarSetString(char const *,char const *)	scr.o
0x005BCA50	0x009ABF50	?CVarSetInt@BrocSys@@YAXPBDH@Z	void __cdecl BrocSys::CVarSetInt(char const *,int)	scr.o
0x005BCAE0	0x009ABFE0	?CVarSetFloat@BrocSys@@YAXPBDM@Z	void __cdecl BrocSys::CVarSetFloat(char const *,float)	scr.o
0x005BCB70	0x009AC070	?MusicStop@BrocSys@@YAXM@Z	void __cdecl BrocSys::MusicStop(float)	scr.o
0x005BCB90	0x009AC090	?MusicIndoorStop@BrocSys@@YAXM@Z	void __cdecl BrocSys::MusicIndoorStop(float)	scr.o
0x005BCBB0	0x009AC0B0	?SoundFadeIn@BrocSys@@YAXIM@Z	void __cdecl BrocSys::SoundFadeIn(unsigned int,float)	scr.o
0x005BCBD0	0x009AC0D0	?SoundFadeOut@BrocSys@@YAXIM@Z	void __cdecl BrocSys::SoundFadeOut(unsigned int,float)	scr.o
0x005BCBF0	0x009AC0F0	?SoundCrossFade@BrocSys@@YAXIIM@Z	void __cdecl BrocSys::SoundCrossFade(unsigned int,unsigned int,float)	scr.o
0x005BCC10	0x009AC110	?SetIndoor@BrocSys@@YAX_N@Z	void __cdecl BrocSys::SetIndoor(bool)	scr.o
0x005BCC20	0x009AC120	?GetLastParticleInfo@BrocSys@@YAXAAUvector@Broc@@AAI@Z	void __cdecl BrocSys::GetLastParticleInfo(struct Broc::vector &,unsigned int &)	scr.o
0x005BCC80	0x009AC180	?GetTime@BrocSys@@YAIXZ	unsigned int __cdecl BrocSys::GetTime(void)	scr.o
0x005BCC90	0x009AC190	?GetDeltaTime@BrocSys@@YAMXZ	float __cdecl BrocSys::GetDeltaTime(void)	scr.o
0x005BCCA0	0x009AC1A0	?GetDifficulty@BrocSys@@YAXAAVstring@Broc@@@Z	void __cdecl BrocSys::GetDifficulty(class Broc::string &)	scr.o
0x005BCD10	0x009AC210	?GetNorthYaw@BrocSys@@YAMXZ	float __cdecl BrocSys::GetNorthYaw(void)	scr.o
0x005BCD20	0x009AC220	?GameSave@BrocSys@@YAXABVstring@Broc@@@Z	void __cdecl BrocSys::GameSave(class Broc::string const &)	scr.o
0x005BCD30	0x009AC230	?GameLoad@BrocSys@@YAXABVstring@Broc@@@Z	void __cdecl BrocSys::GameLoad(class Broc::string const &)	scr.o
0x005BCD40	0x009AC240	?SetCullDist@BrocSys@@YAXM@Z	void __cdecl BrocSys::SetCullDist(float)	scr.o
0x005BCD70	0x009AC270	?RadiusDamage@BrocSys@@YAXABUvector@Broc@@MMMH@Z	void __cdecl BrocSys::RadiusDamage(struct Broc::vector const &,float,float,float,int)	scr.o
0x005BCDC0	0x009AC2C0	?SetPlayerIgnoreRadiusDamage@BrocSys@@YAX_N@Z	void __cdecl BrocSys::SetPlayerIgnoreRadiusDamage(bool)	scr.o
0x005BCDD0	0x009AC2D0	?MissionSuccess@BrocSys@@YAXABVstring@Broc@@@Z	void __cdecl BrocSys::MissionSuccess(class Broc::string const &)	scr.o
0x005BCDE0	0x009AC2E0	?Lightning@BrocSys@@YAXABUvector@Broc@@@Z	void __cdecl BrocSys::Lightning(struct Broc::vector const &)	scr.o
0x005BCE60	0x009AC360	?SetRainDrops@BrocSys@@YAX_N@Z	void __cdecl BrocSys::SetRainDrops(bool)	scr.o
0x005BCE70	0x009AC370	?SetFootSplashEffect@BrocSys@@YAXABVstring@Broc@@@Z	void __cdecl BrocSys::SetFootSplashEffect(class Broc::string const &)	scr.o
0x005BCE90	0x009AC390	?DrawCompassFriendlies@BrocSys@@YAX_N@Z	void __cdecl BrocSys::DrawCompassFriendlies(bool)	scr.o
0x005BCEA0	0x009AC3A0	?SetMissileActiveTime@BrocSys@@YAXM@Z	void __cdecl BrocSys::SetMissileActiveTime(float)	scr.o
0x005BCEC0	0x009AC3C0	?SetMaxVehicles@BrocSys@@YAXH@Z	void __cdecl BrocSys::SetMaxVehicles(int)	scr.o
0x005BCED0	0x009AC3D0	?ProfBegin@BrocSys@@YAXXZ	void __cdecl BrocSys::ProfBegin(void)	scr.o
0x005BCEE0	0x009AC3E0	?ProfEnd@BrocSys@@YAXXZ	void __cdecl BrocSys::ProfEnd(void)	scr.o
0x005BCEF0	0x009AC3F0	?ProfTick@BrocSys@@YAHXZ	int __cdecl BrocSys::ProfTick(void)	scr.o
0x005BCF10	0x009AC410	?FlushCorpses@BrocSys@@YAXXZ	void __cdecl BrocSys::FlushCorpses(void)	scr.o
0x005BCF20	0x009AC420	?StartMemCheck@BrocSys@@YAXXZ	void __cdecl BrocSys::StartMemCheck(void)	scr.o
0x005BCF30	0x009AC430	?EndMemCheck@BrocSys@@YAXXZ	void __cdecl BrocSys::EndMemCheck(void)	scr.o
0x005BCF40	0x009AC440	?GetPakVector@BrocSys@@YA?AW4TPakInfo@@MMM@Z	enum TPakInfo __cdecl BrocSys::GetPakVector(float,float,float)	scr.o
0x005BD070	0x009AC570	?IsPakLoaded@BrocSys@@YA_NW4TPakInfo@@@Z	bool __cdecl BrocSys::IsPakLoaded(enum TPakInfo)	scr.o
0x005BD0D0	0x009AC5D0	?SetPakDistance@BrocSys@@YAXW4TPakInfo@@M@Z	void __cdecl BrocSys::SetPakDistance(enum TPakInfo,float)	scr.o
0x005BD130	0x009AC630	?ClearPakDistance@BrocSys@@YAXW4TPakInfo@@@Z	void __cdecl BrocSys::ClearPakDistance(enum TPakInfo)	scr.o
0x005BD190	0x009AC690	?SyncLoadPak@BrocSys@@YAXW4TPakInfo@@@Z	void __cdecl BrocSys::SyncLoadPak(enum TPakInfo)	scr.o
0x005BD2B0	0x009AC7B0	?ProfileDeclareID@BrocSys@@YAHPBD@Z	int __cdecl BrocSys::ProfileDeclareID(char const *)	scr.o
0x005BD2C0	0x009AC7C0	?ProfileStart@BrocSys@@YAXH@Z	void __cdecl BrocSys::ProfileStart(int)	scr.o
0x005BD2D0	0x009AC7D0	?ProfileStop@BrocSys@@YAXH@Z	void __cdecl BrocSys::ProfileStop(int)	scr.o
0x005BD2E0	0x009AC7E0	?ProfileSetVal@BrocSys@@YAXHH@Z	void __cdecl BrocSys::ProfileSetVal(int,int)	scr.o
0x005BD2F0	0x009AC7F0	?HudClearTypeSettings@BrocSys@@YAXPAUgame_hudelem_s@@@Z	void __cdecl BrocSys::HudClearTypeSettings(struct game_hudelem_s *)	scr.o
0x005BD320	0x009AC820	?HudSetDefaults@BrocSys@@YAXPAUgame_hudelem_s@@@Z	void __cdecl BrocSys::HudSetDefaults(struct game_hudelem_s *)	scr.o
0x005BD440	0x009AC940	?HudIsPanelType@BrocSys@@YA_NPAUgame_hudelem_s@@@Z	bool __cdecl BrocSys::HudIsPanelType(struct game_hudelem_s *)	scr.o
0x005BD460	0x009AC960	?NRefsToString@BrocSys@@YAHH@Z	int __cdecl BrocSys::NRefsToString(int)	scr.o
0x005BD4D0	0x009AC9D0	?HudFree@BrocSys@@YAXPAUgame_hudelem_s@@@Z	void __cdecl BrocSys::HudFree(struct game_hudelem_s *)	scr.o
0x005BD600	0x009ACB00	?HudSetIsVisible@BrocSys@@YAX_N@Z	void __cdecl BrocSys::HudSetIsVisible(bool)	scr.o
0x005BD620	0x009ACB20	?FindConfigString@BrocSys@@YAHPBD@Z	int __cdecl BrocSys::FindConfigString(char const *)	scr.o
0x005BD670	0x009ACB70	?SetValue@BrocSys@@YAXABVhudelem@Broc@@M@Z	void __cdecl BrocSys::SetValue(class Broc::hudelem const &,float)	scr.o
0x005BD730	0x009ACC30	?Reset@BrocSys@@YAXABVhudelem@Broc@@@Z	void __cdecl BrocSys::Reset(class Broc::hudelem const &)	scr.o
0x005BD7A0	0x009ACCA0	?Destroy@BrocSys@@YAXABVhudelem@Broc@@@Z	void __cdecl BrocSys::Destroy(class Broc::hudelem const &)	scr.o
0x005BD810	0x009ACD10	?ValidateApiSize@BrocSys@@YAXHH@Z	void __cdecl BrocSys::ValidateApiSize(int,int)	scr.o
0x005BD8B0	0x009ACDB0	?PlayScriptedAnim@BrocSys@@YAXIPBD@Z	void __cdecl BrocSys::PlayScriptedAnim(unsigned int,char const *)	scr.o
0x005BD900	0x009ACE00	?SetMissionToTrack@BrocSys@@YA_NPBD_N@Z	bool __cdecl BrocSys::SetMissionToTrack(char const *,bool)	scr.o
0x005BD910	0x009ACE10	?GetMissionStat@BrocSys@@YAHH_N@Z	int __cdecl BrocSys::GetMissionStat(int,bool)	scr.o
0x005BD920	0x009ACE20	?GetMissionStatAll@BrocSys@@YAHH@Z	int __cdecl BrocSys::GetMissionStatAll(int)	scr.o
0x005BD930	0x009ACE30	?SetMissionStat@BrocSys@@YAXHH@Z	void __cdecl BrocSys::SetMissionStat(int,int)	scr.o
0x005BD940	0x009ACE40	?IncMissionStat@BrocSys@@YAXH@Z	void __cdecl BrocSys::IncMissionStat(int)	scr.o
0x005BD950	0x009ACE50	?DecMissionStat@BrocSys@@YAXH@Z	void __cdecl BrocSys::DecMissionStat(int)	scr.o
0x005BD960	0x009ACE60	?GetAvgMissionStat@BrocSys@@YAMH@Z	float __cdecl BrocSys::GetAvgMissionStat(int)	scr.o
0x005BD970	0x009ACE70	?GetMissionCompletionTime@BrocSys@@YAHXZ	int __cdecl BrocSys::GetMissionCompletionTime(void)	scr.o
0x005BD980	0x009ACE80	?UpdateMissionCompletionTime@BrocSys@@YAXXZ	void __cdecl BrocSys::UpdateMissionCompletionTime(void)	scr.o
0x005BD990	0x009ACE90	?SetPlayerWeaponUsed@BrocSys@@YAXH@Z	void __cdecl BrocSys::SetPlayerWeaponUsed(int)	scr.o
0x005BD9A0	0x009ACEA0	?WasPlayerWeaponUsed@BrocSys@@YA_NH@Z	bool __cdecl BrocSys::WasPlayerWeaponUsed(int)	scr.o
0x005BD9B0	0x009ACEB0	?WasPlayerWeaponCategoryUsed@BrocSys@@YA_NH_N@Z	bool __cdecl BrocSys::WasPlayerWeaponCategoryUsed(int,bool)	scr.o
0x005BD9C0	0x009ACEC0	?SetDynamicLightPosition@BrocSys@@YAXIABUvector@Broc@@@Z	void __cdecl BrocSys::SetDynamicLightPosition(unsigned int,struct Broc::vector const &)	scr.o
0x005BDA30	0x009ACF30	?RemoveDynamicLight@BrocSys@@YAXI@Z	void __cdecl BrocSys::RemoveDynamicLight(unsigned int)	scr.o
0x005BDA40	0x009ACF40	?CreateDynamicLight@BrocSys@@YAIABUvector@Broc@@0MMM_N@Z	unsigned int __cdecl BrocSys::CreateDynamicLight(struct Broc::vector const &,struct Broc::vector const &,float,float,float,bool)	scr.o
0x005BDAC0	0x009ACFC0	?GetLocalizedString@BrocSys@@YA?AVstring@Broc@@H@Z	class Broc::string __cdecl BrocSys::GetLocalizedString(int)	scr.o
0x005BDAF0	0x009ACFF0	?EnableNanoForces@BrocSys@@YAX_N@Z	void __cdecl BrocSys::EnableNanoForces(bool)	scr.o
