ida_ea	name	signature	source_cpp
0x007C4C40	?InitCDSimpleInstanceShader@@YAXXZ	void __cdecl InitCDSimpleInstanceShader(void)	
0x007C4C90	?ToggleCDSimpleInstanceShader@@YAXXZ	void __cdecl ToggleCDSimpleInstanceShader(void)	
0x007C4CB0	?Create@cdSimpleInstance@@QAEXPAUnglMesh@@PAUnglMeshSection@@H@Z	public: void __thiscall cdSimpleInstance::Create(struct nglMesh *,struct nglMeshSection *,int)	
0x007C4D00	?Destroy@cdSimpleInstance@@QAEXXZ	public: void __thiscall cdSimpleInstance::Destroy(void)	
0x007C4D20	?Add@cdSimpleInstance@@QAEXABVMat43@math@@MABVMat44@3@1AAV?$ae_sized_array@PAH$0BIA@@@H@Z	public: void __thiscall cdSimpleInstance::Add(class math::Mat43 const &,float,class math::Mat44 const &,class math::Mat44 const &,class ae_sized_array<int *,384> &,int)	
0x007C4FD0	?Finalize@cdSimpleInstance@@QAEXAAV?$ae_sized_array@PAH$0BIA@@@@Z	public: void __thiscall cdSimpleInstance::Finalize(class ae_sized_array<int *,384> &)	
0x007C50F0	?Render@cdSimpleInstance@@QAEXXZ	public: void __thiscall cdSimpleInstance::Render(void)	
