ida_ea	name	signature	source_cpp
0x00826EA0	?nslWaveNameCompareText@@YAHPBTnslWaveName@@0@Z	int __cdecl nslWaveNameCompareText(union nslWaveName const *,union nslWaveName const *)	
0x00826EC0	?nslWaveNameCompareHash@@YAHPBTnslWaveName@@0@Z	int __cdecl nslWaveNameCompareHash(union nslWaveName const *,union nslWaveName const *)	
0x00826EE0	?nslWaveBankGetSlot@@YAPAUnslWaveBankSlot@@W4nslWaveBankID@@@Z	struct nslWaveBankSlot * __cdecl nslWaveBankGetSlot(enum nslWaveBankID)	
0x00826F20	?nslWaveBankGetAram@@YAPAXW4nslWaveBankID@@@Z	void * __cdecl nslWaveBankGetAram(enum nslWaveBankID)	
0x00826F70	?nslWavePtr@@YAPAUnslWave@@W4nslWaveID@@@Z	struct nslWave * __cdecl nslWavePtr(enum nslWaveID)	
0x00826FE0	?nslWaveGetBank@@YA?AW4nslWaveBankID@@W4nslWaveID@@@Z	enum nslWaveBankID __cdecl nslWaveGetBank(enum nslWaveID)	
0x00827040	?nslWaveGetName@@YAPBDW4nslWaveID@@@Z	char const * __cdecl nslWaveGetName(enum nslWaveID)	
0x008270B0	?nslWaveGetHash@@YAIW4nslWaveID@@@Z	unsigned int __cdecl nslWaveGetHash(enum nslWaveID)	
0x00827140	?nslWaveGetGroupName@@YAPBDW4nslWaveID@@@Z	char const * __cdecl nslWaveGetGroupName(enum nslWaveID)	
0x00827170	?nslWaveGetParam@@YAMW4nslWaveID@@HM@Z	float __cdecl nslWaveGetParam(enum nslWaveID,int,float)	
0x008271F0	?nslWaveGetLength@@YAHW4nslWaveID@@@Z	int __cdecl nslWaveGetLength(enum nslWaveID)	
0x00827220	?nslWaveIsStreaming@@YAHW4nslWaveID@@@Z	int __cdecl nslWaveIsStreaming(enum nslWaveID)	
0x00827250	?nslWaveIsLooping@@YAHW4nslWaveID@@@Z	int __cdecl nslWaveIsLooping(enum nslWaveID)	
0x00827280	?nslWaveGetChannelCount@@YAHW4nslWaveID@@@Z	int __cdecl nslWaveGetChannelCount(enum nslWaveID)	
0x008272D0	?nslWaveIsImportant@@YAHW4nslWaveID@@@Z	int __cdecl nslWaveIsImportant(enum nslWaveID)	
0x00827300	?nslWaveBankLoad@@YA?AW4nslWaveBankID@@W4nflFileID@@II@Z	enum nslWaveBankID __cdecl nslWaveBankLoad(enum nflFileID,unsigned int,unsigned int)	
0x008273C0	?nslWaveBankGetState@@YA?AW4nslWaveBankState@@W4nslWaveBankID@@@Z	enum nslWaveBankState __cdecl nslWaveBankGetState(enum nslWaveBankID)	
0x00827420	?nslWaveBankPtr@@YAPAUnslWaveBank@@W4nslWaveBankID@@@Z	struct nslWaveBank * __cdecl nslWaveBankPtr(enum nslWaveBankID)	
0x00827470	?nslWaveBankGetName@@YAPBDW4nslWaveBankID@@@Z	char const * __cdecl nslWaveBankGetName(enum nslWaveBankID)	
0x008274C0	?nslWaveBankGetFile@@YA?AW4nflFileID@@W4nslWaveBankID@@@Z	enum nflFileID __cdecl nslWaveBankGetFile(enum nslWaveBankID)	
0x00827510	?nslWaveBankGetFileOffset@@YAIW4nslWaveBankID@@@Z	unsigned int __cdecl nslWaveBankGetFileOffset(enum nslWaveBankID)	
0x00827560	?nslWaveBankGetWave@@YA?AW4nslWaveID@@W4nslWaveBankID@@H@Z	enum nslWaveID __cdecl nslWaveBankGetWave(enum nslWaveBankID,int)	
0x008275C0	?nslWaveBankGetWaveName@@YAPBDW4nslWaveBankID@@H@Z	char const * __cdecl nslWaveBankGetWaveName(enum nslWaveBankID,int)	
0x008275E0	?nslWaveBankGetWaveCount@@YAHW4nslWaveBankID@@@Z	int __cdecl nslWaveBankGetWaveCount(enum nslWaveBankID)	
0x00827630	?nslWaveBankGetAramSize@@YAHW4nslWaveBankID@@@Z	int __cdecl nslWaveBankGetAramSize(enum nslWaveBankID)	
0x00827680	?nslWaveBankGetTextSize@@YAHW4nslWaveBankID@@@Z	int __cdecl nslWaveBankGetTextSize(enum nslWaveBankID)	
0x008276D0	?nslWaveBankGetInfoSize@@YAHW4nslWaveBankID@@@Z	int __cdecl nslWaveBankGetInfoSize(enum nslWaveBankID)	
0x00827720	?nslWaveBankGetStreamSize@@YAHW4nslWaveBankID@@@Z	int __cdecl nslWaveBankGetStreamSize(enum nslWaveBankID)	
0x00827770	?nslWaveBankGet@@YA?AW4nslWaveBankID@@H@Z	enum nslWaveBankID __cdecl nslWaveBankGet(int)	
0x008277A0	?nslWaveBankSlotsGetCount@@YAIXZ	unsigned int __cdecl nslWaveBankSlotsGetCount(void)	
0x008277B0	?nslWaveBankSlotsGetUsedCount@@YAIXZ	unsigned int __cdecl nslWaveBankSlotsGetUsedCount(void)	
0x008277E0	?nslWaveBankSlotsGetLoadingCount@@YAIXZ	unsigned int __cdecl nslWaveBankSlotsGetLoadingCount(void)	
0x00827810	?nslWaveBankSlotsGetLoadedCount@@YAIXZ	unsigned int __cdecl nslWaveBankSlotsGetLoadedCount(void)	
0x00827840	?nslWaveBankLookup@@YAHPBUnslWaveBank@@PBTnslWaveName@@@Z	int __cdecl nslWaveBankLookup(struct nslWaveBank const *,union nslWaveName const *)	
0x00827A00	?nslWaveBankGetFile@@YA?AW4nflFileID@@PBUnslWaveBank@@PAI@Z	enum nflFileID __cdecl nslWaveBankGetFile(struct nslWaveBank const *,unsigned int *)	
0x00827A30	?nslWaveBankSetFile@@YAHPAUnslWaveBank@@W4nflFileID@@I@Z	int __cdecl nslWaveBankSetFile(struct nslWaveBank *,enum nflFileID,unsigned int)	
0x00827AA0	?nslWaveBankSetAram@@YAHPAUnslWaveBank@@PAX@Z	int __cdecl nslWaveBankSetAram(struct nslWaveBank *,void *)	
0x00827B00	?nslWaveBankGetAram@@YAPAXPBUnslWaveBank@@@Z	void * __cdecl nslWaveBankGetAram(struct nslWaveBank const *)	
0x00827B20	?nslWaveBankFree@@YAXPAUnslWaveBank@@@Z	void __cdecl nslWaveBankFree(struct nslWaveBank *)	
0x00827BD0	?nslWaveLookup@@YA?AW4nslWaveID@@PBTnslWaveName@@@Z	enum nslWaveID __cdecl nslWaveLookup(union nslWaveName const *)	
0x00827C40	?nslWaveGetFile@@YA?AW4nflFileID@@W4nslWaveID@@@Z	enum nflFileID __cdecl nslWaveGetFile(enum nslWaveID)	
0x00827C90	?nslWaveBankFree@@YAXW4nslWaveBankID@@@Z	void __cdecl nslWaveBankFree(enum nslWaveBankID)	
