check	type	field	expected	source	line	status
sizeof	SessionDetailsMenu		0x54	src\game\mpshell\session_menus.h	550	COMPILE_ASSERT_PRESENT
sizeof	SessionListMenu		0x1B4	src\game\mpshell\session_menus.h	591	COMPILE_ASSERT_PRESENT
sizeof	SessionLanListMenu		0x1B4	src\game\mpshell\session_menus.h	632	COMPILE_ASSERT_PRESENT
sizeof	OverlayMenuBase		0x58	src\game\mpshell\session_menus.h	652	COMPILE_ASSERT_PRESENT
sizeof	InGameOverlay		0x12C	src\game\mpshell\session_menus.h	703	COMPILE_ASSERT_PRESENT
sizeof	AAROverlay		0x12C	src\game\mpshell\session_menus.h	751	COMPILE_ASSERT_PRESENT
sizeof	MultilineOverlayMenu		0x68	src\game\mpshell\session_menus.h	769	COMPILE_ASSERT_PRESENT
sizeof	MultilineFrontendOverlayMenu		0x78	src\game\mpshell\session_menus.h	795	COMPILE_ASSERT_PRESENT
sizeof	MultilineIngameOverlayMenu		0x6C	src\game\mpshell\session_menus.h	815	COMPILE_ASSERT_PRESENT
sizeof	VoteMapMenu		0x54	src\game\mpshell\session_menus.h	834	COMPILE_ASSERT_PRESENT
sizeof	VoteGameTypeMenu		0x54	src\game\mpshell\session_menus.h	849	COMPILE_ASSERT_PRESENT
sizeof	ModelMenu		0x110	src\game\mpshell\session_menus.h	895	COMPILE_ASSERT_PRESENT
sizeof	WeaponSelectMenu		0x1F0	src\game\mpshell\session_menus.h	939	COMPILE_ASSERT_PRESENT
sizeof	InGameSwitchSides		0x120	src\game\mpshell\session_menus.h	971	COMPILE_ASSERT_PRESENT
sizeof	InGameScoreBoard		0x3E0	src\game\mpshell\session_menus.h	1035	COMPILE_ASSERT_PRESENT
sizeof	AARBaseMenu		0x88	src\game\mpshell\session_menus.h	1057	COMPILE_ASSERT_PRESENT
sizeof	AARScoreboardBase		0x34C	src\game\mpshell\session_menus.h	1103	COMPILE_ASSERT_PRESENT
sizeof	AARScoreboardLoser		0x34C	src\game\mpshell\session_menus.h	1119	COMPILE_ASSERT_PRESENT
sizeof	AARScoreboardWinner		0x34C	src\game\mpshell\session_menus.h	1134	COMPILE_ASSERT_PRESENT
sizeof	AARPersonalStats		0x150	src\game\mpshell\session_menus.h	1178	COMPILE_ASSERT_PRESENT
sizeof	AARMapVote		0x238	src\game\mpshell\session_menus.h	1223	COMPILE_ASSERT_PRESENT
sizeof	AARGameModeVote		0x20C	src\game\mpshell\session_menus.h	1266	COMPILE_ASSERT_PRESENT
sizeof	AARPauseMenu		0x50	src\game\mpshell\session_menus.h	1299	COMPILE_ASSERT_PRESENT
sizeof	HotJoinMenu		0x58	src\game\mpshell\session_menus.h	1324	COMPILE_ASSERT_PRESENT
sizeof	SpectateMenu		0x70	src\game\mpshell\session_menus.h	1366	COMPILE_ASSERT_PRESENT
sizeof	PauseMenu		0x6C	src\game\mpshell\session_menus.h	1399	COMPILE_ASSERT_PRESENT
sizeof	OverlayMenu		0x148	src\game\mpshell\session_menus.h	1457	COMPILE_ASSERT_PRESENT
sizeof	phys_gjk_cache_info_internal		0x90	src\game\physics\g_physics.cpp	7055	COMPILE_ASSERT_PRESENT
sizeof	phys_gjk_cache_system_avl_tree<500>		0x12900	src\game\physics\g_physics.cpp	7549	COMPILE_ASSERT_PRESENT
sizeof	prop_collide_callback		0x1C	src\game\physics\g_physics.cpp	8333	COMPILE_ASSERT_PRESENT
sizeof	client_bone_info		0x50	src\game\physics\g_physics.cpp	10635	COMPILE_ASSERT_PRESENT
sizeof	InplaceAssetBankSet<PhysDataBank>		0x190	src\game\physics\g_physics.cpp	12797	COMPILE_ASSERT_PRESENT
sizeof	PhysDataBankManager		0x190	src\game\physics\g_physics.cpp	12799	COMPILE_ASSERT_PRESENT
sizeof	InplaceAssetBankSet<DestructibleBank>		0x190	src\game\physics\g_physics.cpp	12801	COMPILE_ASSERT_PRESENT
sizeof	DestructibleBankManager		0x190	src\game\physics\g_physics.cpp	12803	COMPILE_ASSERT_PRESENT
sizeof	sysEvent_t		0x18	src\game\platform_xbox\GameXbox.cpp	70	COMPILE_ASSERT_PRESENT
sizeof	MemoryUnitManager::Container		0x288	src\game\platform_xbox\MemoryUnitManager.h	188	COMPILE_ASSERT_PRESENT
sizeof	MemoryUnitManager::SavedGame		0x4C	src\game\platform_xbox\MemoryUnitManager.h	190	COMPILE_ASSERT_PRESENT
sizeof	MemoryUnitManager::SavedGame::ModifyTime		0x8	src\game\platform_xbox\MemoryUnitManager.h	192	COMPILE_ASSERT_PRESENT
sizeof	MemoryUnitManager::MemoryUnitInfo		0x20	src\game\platform_xbox\MemoryUnitManager.h	194	COMPILE_ASSERT_PRESENT
sizeof	SaveGameData		0x1BF4	src\game\platform_xbox\MPLiveEngine.h	32	COMPILE_ASSERT_PRESENT
sizeof	MPPlayerSet		0x2	src\game\platform_xbox\MPLiveEngine.h	53	COMPILE_ASSERT_PRESENT
sizeof	XOnlineMatchSessionRecord		170	src\game\platform_xbox\MPLiveEngine.h	88	COMPILE_ASSERT_PRESENT
sizeof	CFromIDQuery		0xD0	src\game\platform_xbox\MPLiveEngine.h	129	COMPILE_ASSERT_PRESENT
sizeof	CDefaultQuery		0x11E0	src\game\platform_xbox\MPLiveEngine.h	179	COMPILE_ASSERT_PRESENT
sizeof	MPLiveEngine		0x4600	src\game\platform_xbox\MPLiveEngine.h	401	COMPILE_ASSERT_PRESENT
sizeof	AnimHeap		0x4A4	src\game\platform_xbox\xbox_main.cpp	102	COMPILE_ASSERT_PRESENT
sizeof	CBlob		0x8	src\game\platform_xbox\XboxLive.h	23	COMPILE_ASSERT_PRESENT
sizeof	LivePlayer		0x40	src\game\platform_xbox\XboxLive.h	46	COMPILE_ASSERT_PRESENT
sizeof	LiveRemote		0x48	src\game\platform_xbox\XboxLive.h	62	COMPILE_ASSERT_PRESENT
sizeof	LiveLocal		0xFE8	src\game\platform_xbox\XboxLive.h	75	COMPILE_ASSERT_PRESENT
sizeof	LiveTask		0xC	src\game\platform_xbox\XboxLive.h	85	COMPILE_ASSERT_PRESENT
sizeof	UIX_EXIT_INFO		0x10	src\game\platform_xbox\XboxLive.h	125	COMPILE_ASSERT_PRESENT
sizeof	LiveWrapper		0x44CC	src\game\platform_xbox\XboxLive.h	257	COMPILE_ASSERT_PRESENT
sizeof	QosQEntry		0x10	src\game\platform_xbox\XboxLive.h	281	COMPILE_ASSERT_PRESENT
sizeof	CSessionQosQ		0x8	src\game\platform_xbox\XboxLive.h	292	COMPILE_ASSERT_PRESENT
sizeof	CSession		0x100	src\game\platform_xbox\XboxLive.h	351	COMPILE_ASSERT_PRESENT
sizeof	XboxLiveOptionsMenu		0x188	src\game\platform_xbox\XboxLiveMenus.h	66	COMPILE_ASSERT_PRESENT
sizeof	InGameLiveOptionsMenu		0x60	src\game\platform_xbox\XboxLiveMenus.h	99	COMPILE_ASSERT_PRESENT
sizeof	PlayerStateEvents		0x3C	src\game\player_types.h	33	COMPILE_ASSERT_PRESENT
sizeof	PlayerState		0x5D0	src\game\player_types.h	167	COMPILE_ASSERT_PRESENT
offsetof	PlayerState	origin	0x000	src\game\player_types.h	168	COMPILE_ASSERT_PRESENT
offsetof	PlayerState	weapon	0x0A4	src\game\player_types.h	169	COMPILE_ASSERT_PRESENT
offsetof	PlayerState	eFlags	0x0F4	src\game\player_types.h	170	COMPILE_ASSERT_PRESENT
offsetof	PlayerState	event	0x0F8	src\game\player_types.h	171	COMPILE_ASSERT_PRESENT
offsetof	PlayerState	serverCursorHint	0x4A8	src\game\player_types.h	172	COMPILE_ASSERT_PRESENT
offsetof	PlayerState	serverCursorHintTrace	0x4C0	src\game\player_types.h	173	COMPILE_ASSERT_PRESENT
offsetof	PlayerState	vehPos	0x524	src\game\player_types.h	174	COMPILE_ASSERT_PRESENT
offsetof	PlayerState	mFlags	0x5C8	src\game\player_types.h	175	COMPILE_ASSERT_PRESENT
sizeof	usercmd_s		0x30	src\game\player_types.h	199	COMPILE_ASSERT_PRESENT
offsetof	usercmd_s	serverTime	0x00	src\game\player_types.h	200	COMPILE_ASSERT_PRESENT
sizeof	pmove_t		0x150	src\game\player_types.h	234	COMPILE_ASSERT_PRESENT
offsetof	pmove_t	ps	0x00	src\game\player_types.h	235	COMPILE_ASSERT_PRESENT
offsetof	pmove_t	cmd	0x04	src\game\player_types.h	236	COMPILE_ASSERT_PRESENT
offsetof	pmove_t	oldcmd	0x34	src\game\player_types.h	237	COMPILE_ASSERT_PRESENT
offsetof	pmove_t	tracemask	0x64	src\game\player_types.h	238	COMPILE_ASSERT_PRESENT
offsetof	pmove_t	numtouch	0x84	src\game\player_types.h	239	COMPILE_ASSERT_PRESENT
offsetof	pmove_t	touchents	0x88	src\game\player_types.h	240	COMPILE_ASSERT_PRESENT
offsetof	pmove_t	mins	0x110	src\game\player_types.h	241	COMPILE_ASSERT_PRESENT
offsetof	pmove_t	xyspeed	0x134	src\game\player_types.h	242	COMPILE_ASSERT_PRESENT
offsetof	pmove_t	trace	0x140	src\game\player_types.h	243	COMPILE_ASSERT_PRESENT
offsetof	pmove_t	pointcontents	0x14C	src\game\player_types.h	244	COMPILE_ASSERT_PRESENT
sizeof	Light		0x1C	src\game\render\lightgrid.cpp	20	COMPILE_ASSERT_PRESENT
sizeof	world_t		0x10C	src\game\render\r_stubs.cpp	28	COMPILE_ASSERT_PRESENT
sizeof	trDebug_t		0x80	src\game\render\r_stubs.cpp	68	COMPILE_ASSERT_PRESENT
sizeof	orientationr_t		0x7C	src\game\render\r_stubs.cpp	77	COMPILE_ASSERT_PRESENT
sizeof	trGlobals_t		0x3A0	src\game\render\r_stubs.cpp	94	COMPILE_ASSERT_PRESENT
sizeof	refimport_t		0x88	src\game\render\re_quad.cpp	35	COMPILE_ASSERT_PRESENT
sizeof	DebugTexturedQuad2D		0x28	src\game\render\renderdebug.cpp	821	COMPILE_ASSERT_PRESENT
sizeof	BspNode		0x10	src\game\render\tr_bsp2.cpp	31	COMPILE_ASSERT_PRESENT
sizeof	orientationr_t		0x7C	src\game\render\tr_bsp2.cpp	122	COMPILE_ASSERT_PRESENT
sizeof	viewParms_t		0x1E0	src\game\render\tr_bsp2.cpp	134	COMPILE_ASSERT_PRESENT
sizeof	XBoneInfo		0x28	src\game\render\tr_dobj_extra.cpp	51	COMPILE_ASSERT_PRESENT
sizeof	XModelParts		0x40	src\game\render\tr_dobj_extra.cpp	72	COMPILE_ASSERT_PRESENT
sizeof	MeshRecord		0x50	src\game\render\tr_dpvs.cpp	63	COMPILE_ASSERT_PRESENT
sizeof	trModelCellRef_t		0x20	src\game\render\tr_dpvs.cpp	85	COMPILE_ASSERT_PRESENT
sizeof	dpvs_plane_t		0x20	src\game\render\tr_dpvs.cpp	94	COMPILE_ASSERT_PRESENT
sizeof	dpvs_t		0x2180	src\game\render\tr_dpvs.cpp	110	COMPILE_ASSERT_PRESENT
sizeof	refEntity_t		0x60	src\game\render\tr_dpvs.cpp	131	COMPILE_ASSERT_PRESENT
offsetof	trRefEntity	mLastCellNum	0xE8	src\game\render\tr_dpvs.cpp	156	COMPILE_ASSERT_PRESENT
offsetof	trRefEntity	cull	0xFA	src\game\render\tr_dpvs.cpp	158	COMPILE_ASSERT_PRESENT
sizeof	trRefEntity		0x104	src\game\render\tr_dpvs.cpp	160	COMPILE_ASSERT_PRESENT
sizeof	trStaticModelList_t		0x08	src\game\render\tr_dpvs.cpp	167	COMPILE_ASSERT_PRESENT
offsetof	StaticModel	absmin	0xA0	src\game\render\tr_dpvs.cpp	179	COMPILE_ASSERT_PRESENT
offsetof	StaticModel	viewCount	0xE4	src\game\render\tr_dpvs.cpp	181	COMPILE_ASSERT_PRESENT
sizeof	DObjSkelMat		0x40	src\game\render\tr_dpvs.cpp	190	COMPILE_ASSERT_PRESENT
sizeof	BspCell		0x50	src\game\render\tr_dpvs.cpp	213	COMPILE_ASSERT_PRESENT
sizeof	BspPortal		0x30	src\game\render\tr_dpvs.cpp	223	COMPILE_ASSERT_PRESENT
sizeof	orientationDPVSView		0x7C	src\game\render\tr_dpvs.cpp	510	COMPILE_ASSERT_PRESENT
sizeof	cplaneDPVSView		0x14	src\game\render\tr_dpvs.cpp	520	COMPILE_ASSERT_PRESENT
sizeof	viewParmsDPVSView		0x1E0	src\game\render\tr_dpvs.cpp	539	COMPILE_ASSERT_PRESENT
sizeof	glfog_t		0x40	src\game\render\tr_fog.cpp	26	COMPILE_ASSERT_PRESENT
sizeof	ParticleEffect		0x3C	src\game\render\tr_fx2.cpp	224	COMPILE_ASSERT_PRESENT
sizeof	BspPortal		0x30	src\game\render\tr_fx4.cpp	171	COMPILE_ASSERT_PRESENT
sizeof	glconfig_t		0xA0	src\game\render\tr_gl.cpp	56	COMPILE_ASSERT_PRESENT
sizeof	BP_OVEREXPOSURE		0x2C	src\game\render\tr_gl.cpp	73	COMPILE_ASSERT_PRESENT
sizeof	viewModelInfo_t		0x70	src\game\render\tr_gl.cpp	87	COMPILE_ASSERT_PRESENT
sizeof	orientation_t		0x30	src\game\render\tr_main.cpp	36	COMPILE_ASSERT_PRESENT
sizeof	orientationr_t		0x7C	src\game\render\tr_main.cpp	45	COMPILE_ASSERT_PRESENT
sizeof	refEntity_t		0x60	src\game\render\tr_main.cpp	61	COMPILE_ASSERT_PRESENT
sizeof	viewParms_t		0x1E0	src\game\render\tr_main.cpp	109	COMPILE_ASSERT_PRESENT
sizeof	trRefdef_t		0x24	src\game\render\tr_main.cpp	124	COMPILE_ASSERT_PRESENT
sizeof	trGlobals_t		0x3A0	src\game\render\tr_main.cpp	148	COMPILE_ASSERT_PRESENT
sizeof	BspCellView		0x50	src\game\render\tr_main.cpp	843	COMPILE_ASSERT_PRESENT
sizeof	LightGridData		0x64	src\game\render\tr_staticmodel.cpp	101	COMPILE_ASSERT_PRESENT
offsetof	StaticModel	lgridDataInitialized	0x64	src\game\render\tr_staticmodel.cpp	123	COMPILE_ASSERT_PRESENT
offsetof	StaticModel	xmodel	0x68	src\game\render\tr_staticmodel.cpp	125	COMPILE_ASSERT_PRESENT
offsetof	StaticModel	axis	0x6C	src\game\render\tr_staticmodel.cpp	127	COMPILE_ASSERT_PRESENT
offsetof	StaticModel	origin	0x90	src\game\render\tr_staticmodel.cpp	129	COMPILE_ASSERT_PRESENT
offsetof	StaticModel	scale	0x9C	src\game\render\tr_staticmodel.cpp	131	COMPILE_ASSERT_PRESENT
sizeof	StaticModel		0xF0	src\game\render\tr_staticmodel.cpp	133	COMPILE_ASSERT_PRESENT
sizeof	DObjSkelMat		0x40	src\game\render\tr_staticmodel.cpp	175	COMPILE_ASSERT_PRESENT
sizeof	trace_t		0x50	src\game\render\tr_tiny.cpp	1823	COMPILE_ASSERT_PRESENT
sizeof	Decal		0x60	src\game\render\tr_wheelmark.cpp	296	COMPILE_ASSERT_PRESENT
sizeof	DynamicDecalMgr::DecalSet		0x8	src\game\render\tr_wheelmark.cpp	901	COMPILE_ASSERT_PRESENT
sizeof	DynamicDecalMgr		0x10	src\game\render\tr_wheelmark.cpp	903	COMPILE_ASSERT_PRESENT
sizeof	nglShaderParamSet		4	src\game\render\tr_xmodel_cluster.cpp	31	COMPILE_ASSERT_PRESENT
sizeof	nglMeshParams		0x20	src\game\render\tr_xmodel_cluster.cpp	46	COMPILE_ASSERT_PRESENT
sizeof	XModelCollSurf		0x40	src\game\render\xmodel.cpp	461	COMPILE_ASSERT_PRESENT
offsetof	XModelCollisionView	collSurfs	0x38	src\game\render\xmodel.cpp	467	COMPILE_ASSERT_PRESENT
sizeof	XBlendInfo		0x14	src\game\render\xsurface.h	15	COMPILE_ASSERT_PRESENT
sizeof	XRigidVertexInfo_s		0x18	src\game\render\xsurface.h	21	COMPILE_ASSERT_PRESENT
sizeof	XSimpleBlendInfo_s		0x10	src\game\render\xsurface.h	28	COMPILE_ASSERT_PRESENT
sizeof	XSimpleVertexInfo_s		0x20	src\game\render\xsurface.h	36	COMPILE_ASSERT_PRESENT
sizeof	XVertexInfo_s		0x24	src\game\render\xsurface.h	44	COMPILE_ASSERT_PRESENT
sizeof	XSurface		0x34	src\game\render\xsurface.h	67	COMPILE_ASSERT_PRESENT
sizeof	DSurface_s		4	src\game\render\xsurface.h	79	COMPILE_ASSERT_PRESENT
sizeof	GameSettings		0x2A0	src\game\shell\game_settings.cpp	93	COMPILE_ASSERT_PRESENT
offsetof	GameSettings	container	0x04	src\game\shell\game_settings.cpp	95	COMPILE_ASSERT_PRESENT
offsetof	GameSettings	m_temp_buffer	0x28C	src\game\shell\game_settings.cpp	97	COMPILE_ASSERT_PRESENT
offsetof	GameSettings	m_cur_name	0x292	src\game\shell\game_settings.cpp	99	COMPILE_ASSERT_PRESENT
offsetof	GameSettings	m_continued_without_saving	0x29E	src\game\shell\game_settings.cpp	157	COMPILE_ASSERT_PRESENT
sizeof	sServerCreateParams		105	src\game\shell\loading_menu.cpp	60	COMPILE_ASSERT_PRESENT
sizeof	ProfileManager		0x6C	src\game\shell\shell_types.h	140	COMPILE_ASSERT_PRESENT
sizeof	ProfileMainMenu		0x8C	src\game\shell\shell_types.h	190	COMPILE_ASSERT_PRESENT
sizeof	ProfileEditMenu		0x52C	src\game\shell\shell_types.h	237	COMPILE_ASSERT_PRESENT
sizeof	MemCardCheckMenu		0x58	src\game\shell\shell_types.h	266	COMPILE_ASSERT_PRESENT
sizeof	system_time		12	src\game\shell\shell_types.h	366	COMPILE_ASSERT_PRESENT
sizeof	MPsharedStubData		0x5D	src\game\shell\shell_types.h	436	COMPILE_ASSERT_PRESENT
sizeof	languageInfo_t		8	src\game\shell\stringed_hooks.cpp	59	COMPILE_ASSERT_PRESENT
sizeof	snapshot_t		0x5F0	src\game\snapshot_types.h	15	COMPILE_ASSERT_PRESENT
sizeof	mem_heap		0x49C	src\game\streamer\pakmanager.cpp	381	COMPILE_ASSERT_PRESENT
sizeof	InplaceAssetBankSet<DbTablesetBank>		0x190	src\game\streamer\pakmanager.cpp	2491	COMPILE_ASSERT_PRESENT
sizeof	DbTablesetMgr		0x190	src\game\streamer\pakmanager.cpp	2493	COMPILE_ASSERT_PRESENT
sizeof	ZoneBoundaryBank		0x54	src\game\streamer\pakmanager.cpp	2719	COMPILE_ASSERT_PRESENT
sizeof	XModelLod		0x0C	src\game\streamer\pakmanager.cpp	2754	COMPILE_ASSERT_PRESENT
sizeof	XModel		0x50	src\game\streamer\pakmanager.cpp	2755	COMPILE_ASSERT_PRESENT
offsetof	BspTree	mCells	0x18	src\game\streamer\pakmanager.cpp	2787	COMPILE_ASSERT_PRESENT
sizeof	BspTree::BspCell		0x50	src\game\streamer\pakmanager.cpp	2789	COMPILE_ASSERT_PRESENT
sizeof	world_t		0x10C	src\game\streamer\pakmanager.cpp	2799	COMPILE_ASSERT_PRESENT
sizeof	StaticModel		0xF0	src\game\streamer\pakmanager.cpp	2818	COMPILE_ASSERT_PRESENT
sizeof	ZoneBankArray		0x18C	src\game\streamer\pakmanager.cpp	2969	COMPILE_ASSERT_PRESENT
offsetof	StreamZoneManager	mInitialPositionStorage	0x1A0	src\game\streamer\pakmanager.cpp	3040	COMPILE_ASSERT_PRESENT
offsetof	StreamZoneManager	mLastPositionStorage	0x1B0	src\game\streamer\pakmanager.cpp	3042	COMPILE_ASSERT_PRESENT
offsetof	StreamZoneManager	mInitialCell	0x1C0	src\game\streamer\pakmanager.cpp	3044	COMPILE_ASSERT_PRESENT
offsetof	StreamZoneManager	mLastCellNum	0x1C4	src\game\streamer\pakmanager.cpp	3046	COMPILE_ASSERT_PRESENT
offsetof	StreamZoneManager	mLastListSize	0x1C8	src\game\streamer\pakmanager.cpp	3048	COMPILE_ASSERT_PRESENT
offsetof	StreamZoneManager	mFirstBank	0x1CC	src\game\streamer\pakmanager.cpp	3050	COMPILE_ASSERT_PRESENT
offsetof	StreamZoneManager	mListSize	0x1D0	src\game\streamer\pakmanager.cpp	3052	COMPILE_ASSERT_PRESENT
sizeof	StreamZoneManager		0x1E0	src\game\streamer\pakmanager.cpp	3054	COMPILE_ASSERT_PRESENT
sizeof	InstanceGroup		0x10	src\game\streamer\pakmanager.cpp	3073	COMPILE_ASSERT_PRESENT
sizeof	InstanceListNode		0x38	src\game\streamer\pakmanager.cpp	3166	COMPILE_ASSERT_PRESENT
sizeof	ae_heap		0x4A0	src\game\streamer\pakmanager.cpp	3396	COMPILE_ASSERT_PRESENT
sizeof	SceneEntity		0xE4	src\game\streamer\pakmanager.cpp	4727	COMPILE_ASSERT_PRESENT
offsetof	SceneEntity	m_target	0x24	src\game\streamer\pakmanager.cpp	4728	COMPILE_ASSERT_PRESENT
offsetof	SceneEntity	m_targetname	0x28	src\game\streamer\pakmanager.cpp	4730	COMPILE_ASSERT_PRESENT
offsetof	SceneEntity	mSpecifiedFields	0xD0	src\game\streamer\pakmanager.cpp	4732	COMPILE_ASSERT_PRESENT
offsetof	nalBaseSkeleton	Name	0x08	src\game\streamer\pakmanager.cpp	12472	COMPILE_ASSERT_PRESENT
offsetof	nalAnimClass<nalAnyPose>	Name	0x08	src\game\streamer\pakmanager.cpp	12482	COMPILE_ASSERT_PRESENT
sizeof	netadr_t		0x14	src\game\sv\server_types.h	49	COMPILE_ASSERT_PRESENT
offsetof	netadr_t	port	0x12	src\game\sv\server_types.h	50	COMPILE_ASSERT_PRESENT
sizeof	reliableCommands_t		0x14	src\game\sv\server_types.h	72	COMPILE_ASSERT_PRESENT
sizeof	netchan_t		0x830	src\game\sv\server_types.h	89	COMPILE_ASSERT_PRESENT
offsetof	netchan_t	remoteAddress	0x08	src\game\sv\server_types.h	90	COMPILE_ASSERT_PRESENT
offsetof	netchan_t	fragmentBuffer	0x30	src\game\sv\server_types.h	91	COMPILE_ASSERT_PRESENT
sizeof	msg_t		0x14	src\game\sv\server_types.h	104	COMPILE_ASSERT_PRESENT
sizeof	client_s		0x1370	src\game\sv\server_types.h	138	COMPILE_ASSERT_PRESENT
offsetof	client_s	state	0x000	src\game\sv\server_types.h	139	COMPILE_ASSERT_PRESENT
offsetof	client_s	reliableCommands	0x004	src\game\sv\server_types.h	140	COMPILE_ASSERT_PRESENT
offsetof	client_s	reliableSequence	0x018	src\game\sv\server_types.h	141	COMPILE_ASSERT_PRESENT
offsetof	client_s	lastUsercmd	0x030	src\game\sv\server_types.h	142	COMPILE_ASSERT_PRESENT
offsetof	client_s	lastClientCommandString	0x068	src\game\sv\server_types.h	143	COMPILE_ASSERT_PRESENT
offsetof	client_s	mEntityHandle	0x168	src\game\sv\server_types.h	144	COMPILE_ASSERT_PRESENT
offsetof	client_s	frames	0x170	src\game\sv\server_types.h	145	COMPILE_ASSERT_PRESENT
offsetof	client_s	netchan	0x740	src\game\sv\server_types.h	146	COMPILE_ASSERT_PRESENT
sizeof	serverStatic_t		0x3C	src\game\sv\server_types.h	161	COMPILE_ASSERT_PRESENT
offsetof	serverStatic_t	clients	0x08	src\game\sv\server_types.h	162	COMPILE_ASSERT_PRESENT
sizeof	server_t		0x1010	src\game\sv\server_types.h	175	COMPILE_ASSERT_PRESENT
offsetof	server_t	checksum	0x000	src\game\sv\server_types.h	176	COMPILE_ASSERT_PRESENT
offsetof	server_t	state	0x004	src\game\sv\server_types.h	177	COMPILE_ASSERT_PRESENT
offsetof	server_t	configstrings	0x010	src\game\sv\server_types.h	178	COMPILE_ASSERT_PRESENT
sizeof	vm_s		0x8C	src\game\sv\server_types.h	190	COMPILE_ASSERT_PRESENT
sizeof	moveclip_t		0xB0	src\game\sv\server_types.h	208	COMPILE_ASSERT_PRESENT
sizeof	pointtrace_t		0x90	src\game\sv\server_types.h	225	COMPILE_ASSERT_PRESENT
sizeof	sightclip_t		0x70	src\game\sv\server_types.h	244	COMPILE_ASSERT_PRESENT
sizeof	sightpointtrace_t		0x40	src\game\sv\server_types.h	259	COMPILE_ASSERT_PRESENT
sizeof	tAngularInterpolator		16	src\game\sv\sv_stubs.h	78	COMPILE_ASSERT_PRESENT
sizeof	kuju::tLinearInterpolator		16	src\game\sv\sv_stubs.h	98	COMPILE_ASSERT_PRESENT
sizeof	DCGSet		0x70	src\game\sv\sv_stubs.h	182	COMPILE_ASSERT_PRESENT
offsetof	DCGSet	objects_m_count	0x04	src\game\sv\sv_stubs.h	183	COMPILE_ASSERT_PRESENT
offsetof	DCGSet	min	0x30	src\game\sv\sv_stubs.h	184	COMPILE_ASSERT_PRESENT
offsetof	DCGSet	max	0x40	src\game\sv\sv_stubs.h	185	COMPILE_ASSERT_PRESENT
offsetof	DCGSet	id	0x68	src\game\sv\sv_stubs.h	186	COMPILE_ASSERT_PRESENT
sizeof	StubData		0x4C0	src\game\sv\sv_stubs.h	270	COMPILE_ASSERT_PRESENT
offsetof	StubData	mControllerPort	0x3B0	src\game\sv\sv_stubs.h	271	COMPILE_ASSERT_PRESENT
offsetof	StubData	mSec	0x28	src\game\sv\sv_stubs.h	272	COMPILE_ASSERT_PRESENT
offsetof	StubData	mInvertAim	0x41	src\game\sv\sv_stubs.h	273	COMPILE_ASSERT_PRESENT
sizeof	SaveGameData		7156	src\game\sv\sv_stubs.h	306	COMPILE_ASSERT_PRESENT
offsetof	SaveGameData	ammo	0x4C4	src\game\sv\sv_stubs.h	307	COMPILE_ASSERT_PRESENT
offsetof	SaveGameData	mFriendlies	0x7E0	src\game\sv\sv_stubs.h	309	COMPILE_ASSERT_PRESENT
sizeof	ServerTime		0x14	src\game\sv\sv_stubs.h	335	COMPILE_ASSERT_PRESENT
sizeof	FEManager		0x3F4	src\game\sv\sv_stubs.h	454	COMPILE_ASSERT_PRESENT
sizeof	AeThreadManager		2148	src\game\sv\sv_stubs.h	490	COMPILE_ASSERT_PRESENT
sizeof	MultiplayerMgr		80	src\game\sv\sv_stubs.h	720	COMPILE_ASSERT_PRESENT
sizeof	SmokeGrenadeInfo		0x14	src\game\sv\sv_stubs.h	729	COMPILE_ASSERT_PRESENT
sizeof	SmokeGrenadeMgr		0xC	src\game\sv\sv_stubs.h	761	COMPILE_ASSERT_PRESENT
sizeof	SoundDevice		31392	src\game\sv\sv_stubs.h	1030	COMPILE_ASSERT_PRESENT
sizeof	AeSizedEntityArray		16388	src\game\sv\sv_stubs.h	1208	COMPILE_ASSERT_PRESENT
offsetof	EntityHandleDb	mElements	0xA8	src\game\sv\sv_stubs.h	1258	COMPILE_ASSERT_PRESENT
offsetof	EntityHandleDb	mActiveList	0x2AAC	src\game\sv\sv_stubs.h	1259	COMPILE_ASSERT_PRESENT
sizeof	EntityHandleDb		27312	src\game\sv\sv_stubs.h	1260	COMPILE_ASSERT_PRESENT
sizeof	XModelManager		4	src\game\sv\sv_stubs.h	1273	COMPILE_ASSERT_PRESENT
offsetof	EntityManager	mPlayers	0x04	src\game\sv\sv_stubs.h	1308	COMPILE_ASSERT_PRESENT
offsetof	EntityManager	mWorld	0x44	src\game\sv\sv_stubs.h	1309	COMPILE_ASSERT_PRESENT
sizeof	EntityManager		0x48	src\game\sv\sv_stubs.h	1310	COMPILE_ASSERT_PRESENT
sizeof	PathNodeMgr		12	src\game\sv\sv_stubs.h	1585	COMPILE_ASSERT_PRESENT
sizeof	FEMenuSystem		0x2C	src\game\sv\sv_stubs.h	1669	COMPILE_ASSERT_PRESENT
sizeof	IGOFrontEnd		168	src\game\sv\sv_stubs.h	1757	COMPILE_ASSERT_PRESENT
sizeof	Camera		0x1F0	src\game\sv\sv_stubs.h	1818	COMPILE_ASSERT_PRESENT
sizeof	MPMajorUpdate		0x50	src\game\sv\sv_stubs.h	1880	COMPILE_ASSERT_PRESENT
sizeof	MPVehicleEvent		0x20	src\game\sv\sv_stubs.h	2272	COMPILE_ASSERT_PRESENT
sizeof	XModelLod		0x0C	src\game\sv\sv_stubs.h	2487	COMPILE_ASSERT_PRESENT
