ida_ea	name	signature	source_cpp
0x00823D50	?nslGetNumberOfListeners@@YAHXZ	int __cdecl nslGetNumberOfListeners(void)	
0x00823D60	?nslSetNumberOfListeners@@YAXH@Z	void __cdecl nslSetNumberOfListeners(int)	
0x00823D70	?nslListenerGetGroup@@YAPAUnslGroup@@I@Z	struct nslGroup * __cdecl nslListenerGetGroup(unsigned int)	
0x00823DD0	?nslListenerSetMatrix@@YAXIQAY03$$CBM@Z	void __cdecl nslListenerSetMatrix(unsigned int,float const (* const)[4])	
0x00823E60	?nslListenerSetPosition@@YAXIQBM@Z	void __cdecl nslListenerSetPosition(unsigned int,float const * const)	
0x00823EA0	?nslListenerSetVelocity@@YAXIQBM@Z	void __cdecl nslListenerSetVelocity(unsigned int,float const * const)	
0x00823EE0	?nslListenerSetOrientation@@YAXIQBM0@Z	void __cdecl nslListenerSetOrientation(unsigned int,float const * const,float const * const)	
