ida_ea	name	signature	source_cpp
0x00664000	?GetFileExt@@YAPBDPBD@Z	char const * __cdecl GetFileExt(char const *)	
0x00664030	?GetWorkAmount@@YAIPBD@Z	unsigned int __cdecl GetWorkAmount(char const *)	
0x00664B90	?GetLoadTime@PakFile@@ABEMXZ	private: float __thiscall PakFile::GetLoadTime(void)const 	
0x00664BC0	?GetProgress@PakFile@@QBEMXZ	public: float __thiscall PakFile::GetProgress(void)const 	
0x00664C30	?IsCancelOk@PakFile@@QBE_NXZ	public: bool __thiscall PakFile::IsCancelOk(void)const 	
0x00664C40	?CopyHeader@PakFile@@AAEXXZ	private: void __thiscall PakFile::CopyHeader(void)	
0x00664CD0	?DetermineNextFile@PakFile@@AAEXXZ	private: void __thiscall PakFile::DetermineNextFile(void)	
0x00664E50	?GetInfo@PakFile@@QBEPBUPakInfoNode@@XZ	public: struct PakInfoNode const * __thiscall PakFile::GetInfo(void)const 	
0x00664E80	?ValidateRange@PakFile@@ABEXPAX@Z	private: void __thiscall PakFile::ValidateRange(void *)const 	
0x00664EC0	?IsRequestValid@PakFile@@ABE_NAATTRequestId@@@Z	private: bool __thiscall PakFile::IsRequestValid(union TRequestId &)const 	
0x00664EE0	?SetRequestInvalid@PakFile@@ABEXAATTRequestId@@@Z	private: void __thiscall PakFile::SetRequestInvalid(union TRequestId &)const 	
0x00664EF0	?IsRequestDone@PakFile@@ABE_NAATTRequestId@@@Z	private: bool __thiscall PakFile::IsRequestDone(union TRequestId &)const 	
0x00665080	?stream_alloc@@YAPAEH_N@Z	unsigned char * __cdecl stream_alloc(int,bool)	
0x006651A0	?stream_free@@YAXPAE_N@Z	void __cdecl stream_free(unsigned char *,bool)	
0x00665210	?DecodeDB@@YAXPBDPAEHW4TPakId@@PAVPakFile@@@Z	void __cdecl DecodeDB(char const *,unsigned char *,int,enum TPakId,class PakFile *)	
0x00665230	?DecodeXModelBank@@YAXPBDPAEHW4TPakId@@PAVPakFile@@@Z	void __cdecl DecodeXModelBank(char const *,unsigned char *,int,enum TPakId,class PakFile *)	
0x00665250	?DecodeXModelPartsBank@@YAXPBDPAEHW4TPakId@@PAVPakFile@@@Z	void __cdecl DecodeXModelPartsBank(char const *,unsigned char *,int,enum TPakId,class PakFile *)	
0x00665270	?DecodeAITypeBank@@YAXPBDPAEHW4TPakId@@PAVPakFile@@@Z	void __cdecl DecodeAITypeBank(char const *,unsigned char *,int,enum TPakId,class PakFile *)	
