ida_ea	name	signature	source_cpp
0x00834E80	?jqInit@@YAXXZ	void __cdecl jqInit(void)	
0x00834E90	?jqGetMaxWorkers@@YAHXZ	int __cdecl jqGetMaxWorkers(void)	
0x00834EA0	?jqStop@@YAXXZ	void __cdecl jqStop(void)	
0x00834EF0	?jqLockBatchPool@@YAXXZ	void __cdecl jqLockBatchPool(void)	
0x00834F00	?jqUnlockBatchPool@@YAXXZ	void __cdecl jqUnlockBatchPool(void)	
0x00834F10	?jqStart@@YAXH@Z	void __cdecl jqStart(int)	
0x00834F90	?jqSetBatchPoolSize@@YAXH@Z	void __cdecl jqSetBatchPoolSize(int)	
0x008350A0	?jqAddBatch@@YAHABUjqBatch@@@Z	int __cdecl jqAddBatch(struct jqBatch const &)	
0x008351F0	?jqSetBatchGroupPoolSize@@YAXH@Z	void __cdecl jqSetBatchGroupPoolSize(int)	
0x00835280	?jqAddBatchGroupDependency@@YAXHH@Z	void __cdecl jqAddBatchGroupDependency(int,int)	
0x008352B0	?jqRemoveBatchGroupDependency@@YAXHH@Z	void __cdecl jqRemoveBatchGroupDependency(int,int)	
0x00835320	?jqCreateBatchGroup@@YAHXZ	int __cdecl jqCreateBatchGroup(void)	
0x00835390	?jqDestroyBatchGroup@@YAXH@Z	void __cdecl jqDestroyBatchGroup(int)	
0x008353D0	?jqShutdown@@YAXXZ	void __cdecl jqShutdown(void)	
