index	ida_ea	va	name	lib	obj	class	source_cpp	flags	is_inline	aggregate_status	status_basis	debug_symbol	debug_symbol_compat	verification
19056	0x00826570	0x00C15A70	??0_DS3DBUFFER@@QAE@XZ	nsl_xboxr	nslDriverXBOXDSOUND.o	engine		f i	1	PORTED	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
19057	0x00826580	0x00C15A80	?nslMasterGetGroup@@YAPAUnslGroup@@XZ	nsl_xboxr	nslMaster.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19058	0x00826590	0x00C15A90	?nslIsBusVolumeName@@YA_NI@Z	nsl_xboxr	nslMaster.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19059	0x008265B0	0x00C15AB0	?nslSetBusVolume@@YAXIM@Z	nsl_xboxr	nslMaster.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19060	0x008265E0	0x00C15AE0	?nslSetBusPitch@@YAXIM@Z	nsl_xboxr	nslMaster.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19061	0x00826610	0x00C15B10	?nslSetBusVolume@@YAXM@Z	nsl_xboxr	nslMaster.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19062	0x00826630	0x00C15B30	?nslSetBusPitch@@YAXM@Z	nsl_xboxr	nslMaster.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19063	0x00826650	0x00C15B50	?nslSetBusVolumeAddBus@@YAXI@Z	nsl_xboxr	nslMaster.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19064	0x00826670	0x00C15B70	?nslSetBusPitchAddBus@@YAXI@Z	nsl_xboxr	nslMaster.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19065	0x00826690	0x00C15B90	?nslGetBusIdVolumeCount@@YAHXZ	nsl_xboxr	nslMaster.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19066	0x008266A0	0x00C15BA0	?nslGetBusIdPitchCount@@YAHXZ	nsl_xboxr	nslMaster.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19067	0x008266B0	0x00C15BB0	?nslSetBusVolumeRemoveBus@@YAXI@Z	nsl_xboxr	nslMaster.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19068	0x00826710	0x00C15C10	?nslSetBusPitchRemoveBus@@YAXI@Z	nsl_xboxr	nslMaster.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19069	0x00826770	0x00C15C70	?nslGetBusIdVolume@@YAIH@Z	nsl_xboxr	nslMaster.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19070	0x00826780	0x00C15C80	?nslGetBusIdPitch@@YAIH@Z	nsl_xboxr	nslMaster.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19071	0x00826790	0x00C15C90	?nslGetBusVolume@@YAMXZ	nsl_xboxr	nslMaster.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19072	0x008267A0	0x00C15CA0	?nslGetBusPitch@@YAMXZ	nsl_xboxr	nslMaster.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19073	0x008267B0	0x00C15CB0	?nslGetSpeakerMode@@YA?AW4nslSpeakerMode@@XZ	nsl_xboxr	nslInit.o	engine		f	0	PORTED	PROGRESS object aggregate	YES	YES	VERIFIED
19074	0x008267C0	0x00C15CC0	?nslSetSpeakerMode@@YAXW4nslSpeakerMode@@@Z	nsl_xboxr	nslInit.o	engine		f	0	PORTED	PROGRESS object aggregate	YES	YES	VERIFIED
19075	0x008267E0	0x00C15CE0	?nslGetInitParams@@YAXPAUnslInitParams@@@Z	nsl_xboxr	nslInit.o	engine		f	0	PORTED	PROGRESS object aggregate	YES	YES	VERIFIED
19076	0x00826850	0x00C15D50	?nslInit@@YAHPBUnslInitParams@@@Z	nsl_xboxr	nslInit.o	engine		f	0	PORTED	PROGRESS object aggregate	YES	YES	VERIFIED
19077	0x00826A00	0x00C15F00	?nslStart@@YAXPAX@Z	nsl_xboxr	nslInit.o	engine		f	0	PORTED	PROGRESS object aggregate	YES	YES	VERIFIED
19078	0x00826C20	0x00C16120	?nslExit@@YAXXZ	nsl_xboxr	nslInit.o	engine		f	0	PORTED	PROGRESS object aggregate	YES	YES	VERIFIED
19079	0x00826C50	0x00C16150	?nslGetVersion@@YAIXZ	nsl_xboxr	nslInit.o	engine		f	0	PORTED	PROGRESS object aggregate	YES	YES	VERIFIED
19080	0x00826EA0	0x00C163A0	?nslWaveNameCompareText@@YAHPBTnslWaveName@@0@Z	nsl_xboxr	nslWaveBank.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19081	0x00826EC0	0x00C163C0	?nslWaveNameCompareHash@@YAHPBTnslWaveName@@0@Z	nsl_xboxr	nslWaveBank.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19082	0x00826EE0	0x00C163E0	?nslWaveBankGetSlot@@YAPAUnslWaveBankSlot@@W4nslWaveBankID@@@Z	nsl_xboxr	nslWaveBank.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19083	0x00826F20	0x00C16420	?nslWaveBankGetAram@@YAPAXW4nslWaveBankID@@@Z	nsl_xboxr	nslWaveBank.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19084	0x00826F70	0x00C16470	?nslWavePtr@@YAPAUnslWave@@W4nslWaveID@@@Z	nsl_xboxr	nslWaveBank.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19085	0x00826FE0	0x00C164E0	?nslWaveGetBank@@YA?AW4nslWaveBankID@@W4nslWaveID@@@Z	nsl_xboxr	nslWaveBank.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19086	0x00827040	0x00C16540	?nslWaveGetName@@YAPBDW4nslWaveID@@@Z	nsl_xboxr	nslWaveBank.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19087	0x008270B0	0x00C165B0	?nslWaveGetHash@@YAIW4nslWaveID@@@Z	nsl_xboxr	nslWaveBank.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19088	0x00827140	0x00C16640	?nslWaveGetGroupName@@YAPBDW4nslWaveID@@@Z	nsl_xboxr	nslWaveBank.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19089	0x00827170	0x00C16670	?nslWaveGetParam@@YAMW4nslWaveID@@HM@Z	nsl_xboxr	nslWaveBank.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19090	0x008271F0	0x00C166F0	?nslWaveGetLength@@YAHW4nslWaveID@@@Z	nsl_xboxr	nslWaveBank.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19091	0x00827220	0x00C16720	?nslWaveIsStreaming@@YAHW4nslWaveID@@@Z	nsl_xboxr	nslWaveBank.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19092	0x00827250	0x00C16750	?nslWaveIsLooping@@YAHW4nslWaveID@@@Z	nsl_xboxr	nslWaveBank.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19093	0x00827280	0x00C16780	?nslWaveGetChannelCount@@YAHW4nslWaveID@@@Z	nsl_xboxr	nslWaveBank.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19094	0x008272D0	0x00C167D0	?nslWaveIsImportant@@YAHW4nslWaveID@@@Z	nsl_xboxr	nslWaveBank.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19095	0x00827300	0x00C16800	?nslWaveBankLoad@@YA?AW4nslWaveBankID@@W4nflFileID@@II@Z	nsl_xboxr	nslWaveBank.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19096	0x008273C0	0x00C168C0	?nslWaveBankGetState@@YA?AW4nslWaveBankState@@W4nslWaveBankID@@@Z	nsl_xboxr	nslWaveBank.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19097	0x00827420	0x00C16920	?nslWaveBankPtr@@YAPAUnslWaveBank@@W4nslWaveBankID@@@Z	nsl_xboxr	nslWaveBank.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19098	0x00827470	0x00C16970	?nslWaveBankGetName@@YAPBDW4nslWaveBankID@@@Z	nsl_xboxr	nslWaveBank.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19099	0x008274C0	0x00C169C0	?nslWaveBankGetFile@@YA?AW4nflFileID@@W4nslWaveBankID@@@Z	nsl_xboxr	nslWaveBank.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19100	0x00827510	0x00C16A10	?nslWaveBankGetFileOffset@@YAIW4nslWaveBankID@@@Z	nsl_xboxr	nslWaveBank.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19101	0x00827560	0x00C16A60	?nslWaveBankGetWave@@YA?AW4nslWaveID@@W4nslWaveBankID@@H@Z	nsl_xboxr	nslWaveBank.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19102	0x008275C0	0x00C16AC0	?nslWaveBankGetWaveName@@YAPBDW4nslWaveBankID@@H@Z	nsl_xboxr	nslWaveBank.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19103	0x008275E0	0x00C16AE0	?nslWaveBankGetWaveCount@@YAHW4nslWaveBankID@@@Z	nsl_xboxr	nslWaveBank.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19104	0x00827630	0x00C16B30	?nslWaveBankGetAramSize@@YAHW4nslWaveBankID@@@Z	nsl_xboxr	nslWaveBank.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19105	0x00827680	0x00C16B80	?nslWaveBankGetTextSize@@YAHW4nslWaveBankID@@@Z	nsl_xboxr	nslWaveBank.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19106	0x008276D0	0x00C16BD0	?nslWaveBankGetInfoSize@@YAHW4nslWaveBankID@@@Z	nsl_xboxr	nslWaveBank.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19107	0x00827720	0x00C16C20	?nslWaveBankGetStreamSize@@YAHW4nslWaveBankID@@@Z	nsl_xboxr	nslWaveBank.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19108	0x00827770	0x00C16C70	?nslWaveBankGet@@YA?AW4nslWaveBankID@@H@Z	nsl_xboxr	nslWaveBank.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19109	0x008277A0	0x00C16CA0	?nslWaveBankSlotsGetCount@@YAIXZ	nsl_xboxr	nslWaveBank.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19110	0x008277B0	0x00C16CB0	?nslWaveBankSlotsGetUsedCount@@YAIXZ	nsl_xboxr	nslWaveBank.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19111	0x008277E0	0x00C16CE0	?nslWaveBankSlotsGetLoadingCount@@YAIXZ	nsl_xboxr	nslWaveBank.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19112	0x00827810	0x00C16D10	?nslWaveBankSlotsGetLoadedCount@@YAIXZ	nsl_xboxr	nslWaveBank.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19113	0x00827840	0x00C16D40	?nslWaveBankLookup@@YAHPBUnslWaveBank@@PBTnslWaveName@@@Z	nsl_xboxr	nslWaveBank.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19114	0x00827A00	0x00C16F00	?nslWaveBankGetFile@@YA?AW4nflFileID@@PBUnslWaveBank@@PAI@Z	nsl_xboxr	nslWaveBank.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19115	0x00827A30	0x00C16F30	?nslWaveBankSetFile@@YAHPAUnslWaveBank@@W4nflFileID@@I@Z	nsl_xboxr	nslWaveBank.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19116	0x00827AA0	0x00C16FA0	?nslWaveBankSetAram@@YAHPAUnslWaveBank@@PAX@Z	nsl_xboxr	nslWaveBank.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19117	0x00827B00	0x00C17000	?nslWaveBankGetAram@@YAPAXPBUnslWaveBank@@@Z	nsl_xboxr	nslWaveBank.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19118	0x00827B20	0x00C17020	?nslWaveBankFree@@YAXPAUnslWaveBank@@@Z	nsl_xboxr	nslWaveBank.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19119	0x00827BD0	0x00C170D0	?nslWaveLookup@@YA?AW4nslWaveID@@PBTnslWaveName@@@Z	nsl_xboxr	nslWaveBank.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19120	0x00827C40	0x00C17140	?nslWaveGetFile@@YA?AW4nflFileID@@W4nslWaveID@@@Z	nsl_xboxr	nslWaveBank.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19121	0x00827C90	0x00C17190	?nslWaveBankFree@@YAXW4nslWaveBankID@@@Z	nsl_xboxr	nslWaveBank.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19122	0x00827DC0	0x00C172C0	?nslWaveBankLookup@@YAHPBUnslWaveBank@@PBD@Z	nsl_xboxr	nslWaveBank.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19123	0x00827E10	0x00C17310	?nslWaveBankLookup@@YAHPBUnslWaveBank@@I@Z	nsl_xboxr	nslWaveBank.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19124	0x00827E40	0x00C17340	?nslWaveLookup@@YA?AW4nslWaveID@@PBD@Z	nsl_xboxr	nslWaveBank.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19125	0x00827EF0	0x00C173F0	?nslWaveLookup@@YA?AW4nslWaveID@@I@Z	nsl_xboxr	nslWaveBank.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19126	0x00827F80	0x00C17480	?nslUpdateBanks@@YAXXZ	nsl_xboxr	nslWaveBank.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19127	0x008281A0	0x00C176A0	?nslWaveBankLoadBlocking@@YA?AW4nslWaveBankID@@W4nflFileID@@II@Z	nsl_xboxr	nslWaveBank.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19128	0x008285E0	0x00C17AE0	?nslVoicePtr@@YAPAUnslVoice@@H@Z	nsl_xboxr	nslVoice.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19129	0x00828610	0x00C17B10	?nslVoiceCount@@YAIXZ	nsl_xboxr	nslVoice.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19130	0x00828620	0x00C17B20	?nslVoiceAlloc@@YAHW4nslWaveID@@W4nslSourceID@@H@Z	nsl_xboxr	nslVoice.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19131	0x00828700	0x00C17C00	?nslVoiceFree@@YAXH@Z	nsl_xboxr	nslVoice.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19132	0x00828750	0x00C17C50	?nslVoiceRender@@YAXPAUnslVoice@@@Z	nsl_xboxr	nslVoice.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19133	0x00828D50	0x00C18250	?nslVoiceGetAttenuation@@YAMPAUnslVoice@@@Z	nsl_xboxr	nslPriority.o	engine		f	0	PORTED	PROGRESS object aggregate	YES	YES	VERIFIED
19134	0x00828DD0	0x00C182D0	?nslSourceGetAttenuation@@YAMPAUnslSource@@@Z	nsl_xboxr	nslPriority.o	engine		f	0	PORTED	PROGRESS object aggregate	YES	YES	VERIFIED
19135	0x00828E70	0x00C18370	?nslSourceIs3D@@YAHPAUnslSource@@@Z	nsl_xboxr	nslPriority.o	engine		f	0	PORTED	PROGRESS object aggregate	YES	YES	VERIFIED
19136	0x00828EF0	0x00C183F0	?nslPriorityCanPlay@@YAHH@Z	nsl_xboxr	nslPriority.o	engine		f	0	PORTED	PROGRESS object aggregate	YES	YES	VERIFIED
19137	0x00828F30	0x00C18430	?nslSourceGetPriority@@YAHPAUnslSource@@@Z	nsl_xboxr	nslPriority.o	engine		f	0	PORTED	PROGRESS object aggregate	YES	YES	VERIFIED
19138	0x00828FC0	0x00C184C0	?nslVoiceGetPriority@@YAHAAUnslVoice@@@Z	nsl_xboxr	nslPriority.o	engine		f	0	PORTED	PROGRESS object aggregate	YES	YES	VERIFIED
19139	0x00828FE0	0x00C184E0	?nslPriorityUpdate@@YAXXZ	nsl_xboxr	nslPriority.o	engine		f	0	PORTED	PROGRESS object aggregate	YES	YES	VERIFIED
19140	0x00829210	0x00C18710	?nslMemoryAlloc@@YAPAXI@Z	nsl_xboxr	nslMemory.o	engine		f	0	PORTED	PROGRESS object aggregate	YES	YES	VERIFIED
19141	0x00829230	0x00C18730	?nslMemoryFree@@YAXPAX@Z	nsl_xboxr	nslMemory.o	engine		f	0	PORTED	PROGRESS object aggregate	YES	YES	VERIFIED
19142	0x00829240	0x00C18740	?nslWaveBankLoaderInit@@YAXPAUnslWaveBankLoader@@IW4nflFileID@@I@Z	nsl_xboxr	nslWaveBankLoader.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19143	0x00829280	0x00C18780	?nslWaveBankLoaderUpdate@@YA?AW4nslWaveBankLoaderState@@PAUnslWaveBankLoader@@@Z	nsl_xboxr	nslWaveBankLoader.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19144	0x008295E0	0x00C18AE0	?nslWaveBankLoaderCancel@@YAXPAUnslWaveBankLoader@@@Z	nsl_xboxr	nslWaveBankLoader.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19145	0x00829610	0x00C18B10	?nslWaveBankRestoreNames_HNCompare@@YAHPBX0@Z	nsl_xboxr	nslWaveBankLoader.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19146	0x00829630	0x00C18B30	?nslWaveBankRestoreNames@@YAXPAUnslWaveBank@@@Z	nsl_xboxr	nslWaveBankLoader.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19147	0x00829770	0x00C18C70	?nslWaveBankSortSwap@@YAXPATnslWaveName@@PAUnslWave@@II@Z	nsl_xboxr	nslWaveBankSort.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19148	0x008297E0	0x00C18CE0	?nslWaveBankSortRecursive@@YAXPAUnslWaveBank@@HHP6AHPBTnslWaveName@@1@Z@Z	nsl_xboxr	nslWaveBankSort.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19149	0x00829C90	0x00C19190	?nslWaveBankSort@@YAXPAUnslWaveBank@@@Z	nsl_xboxr	nslWaveBankSort.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19150	0x00829DD0	0x00C192D0	?nslWaveBankFixup@@YAHPAUnslWaveBank@@@Z	nsl_xboxr	nslWaveBankFixup.o	engine		f	0	PORTED	PROGRESS object aggregate	YES	YES	VERIFIED
19151	0x0082A020	0x00C19520	?nslWaveGetSourceDirectory@@YAPBDXZ	nsl_xboxr	nslWave.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19152	0x0082A030	0x00C19530	?nslWaveGetObjectDirectory@@YAPBDXZ	nsl_xboxr	nslWave.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19153	0x0082A040	0x00C19540	?nslWaveSetSourceDirectory@@YAXPBD@Z	nsl_xboxr	nslWave.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19154	0x0082A0D0	0x00C195D0	?nslWaveSetObjectDirectory@@YAXPBD@Z	nsl_xboxr	nslWave.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19155	0x0082A160	0x00C19660	?nslWaveGetSourceFilename@@YAPBDPBDPADH@Z	nsl_xboxr	nslWave.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19156	0x0082A1A0	0x00C196A0	?nslWaveGetObjectFilename@@YAPBDPBD0PADH@Z	nsl_xboxr	nslWave.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19157	0x0082A1E0	0x00C196E0	?nslWaveInfoAlloc@@YAPAUnslWaveInfo@@XZ	nsl_xboxr	nslWave.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19158	0x0082A1F0	0x00C196F0	?nslWaveInfoSize@@YAIPBUnslWaveInfo@@@Z	nsl_xboxr	nslWave.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19159	0x0082A220	0x00C19720	?nslWaveAlloc@@YAPAUnslWave@@XZ	nsl_xboxr	nslWave.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19160	0x0082A250	0x00C19750	?nslWaveInfoFree@@YAXPAUnslWaveInfo@@@Z	nsl_xboxr	nslWave.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19161	0x0082A280	0x00C19780	?nslWaveFree@@YAXPAUnslWave@@@Z	nsl_xboxr	nslWave.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19162	0x0082A300	0x00C19800	?nslWaveSetSoundInfo@@YAXPAUnslWave@@PBUnslWaveInfo@@@Z	nsl_xboxr	nslWave.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19163	0x0082A380	0x00C19880	?nslWaveGetInfo@@YAPBUnslWaveInfo@@PBUnslWave@@@Z	nsl_xboxr	nslWave.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19164	0x0082A3A0	0x00C198A0	?nslWaveInfoCopy@@YAPAUnslWaveInfo@@PBU1@@Z	nsl_xboxr	nslWave.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19165	0x0082A440	0x00C19940	?nslWaveCopy@@YAPAUnslWave@@PBU1@IHHQAPBD@Z	nsl_xboxr	nslWave.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19166	0x0082A4E0	0x00C199E0	??0nflRequestParams@@QAE@XZ	nfl_xboxr	nfl_common.o	engine		f i	1	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19167	0x0082A510	0x00C19A10	?nflFileExists@@YAIW4nflMediaID@@PBD@Z	nfl_xboxr	nfl_common.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19168	0x0082A540	0x00C19A40	?nflGetFileSize@@YAIW4nflMediaID@@PBD@Z	nfl_xboxr	nfl_common.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19169	0x0082A570	0x00C19A70	?nflReadFileAsyncWithCallBack@@YA?AW4nflRequestID@@W4nflFileID@@IPAXIP6AXW4nflRequestState@@W41@1@Z@Z	nfl_xboxr	nfl_common.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19170	0x0082A5C0	0x00C19AC0	?nflReadFileAsync@@YA?AW4nflRequestID@@W4nflFileID@@IPAXI@Z	nfl_xboxr	nfl_common.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19171	0x0082A610	0x00C19B10	?nflWriteFileAsync@@YA?AW4nflRequestID@@W4nflFileID@@IPAXI@Z	nfl_xboxr	nfl_common.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19172	0x0082A660	0x00C19B60	?nfsReadWriteFile@@YAIW4nflFileID@@IPAXIH@Z	nfl_xboxr	nfl_common.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19173	0x0082A720	0x00C19C20	?nflReadFile@@YAIW4nflFileID@@IPAXI@Z	nfl_xboxr	nfl_common.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19174	0x0082A740	0x00C19C40	?nflWriteFile@@YAIW4nflFileID@@IPAXI@Z	nfl_xboxr	nfl_common.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19175	0x0082A760	0x00C19C60	?nflGetVersion@@YAIXZ	nfl_xboxr	nfl_common.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19176	0x0082A770	0x00C19C70	??0nflStreamParams@@QAE@XZ	nfl_xboxr	nfl_system.o	engine		f i	1	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19177	0x0082A780	0x00C19C80	?nfsLock@@YAXXZ	nfl_xboxr	nfl_system.o	engine		f	0	VERIFIED	FUNCTION status override	NO	NO	PORT_STATUS_ONLY
19178	0x0082A7A0	0x00C19CA0	?nfsUnlock@@YAXXZ	nfl_xboxr	nfl_system.o	engine		f	0	VERIFIED	FUNCTION status override	NO	NO	PORT_STATUS_ONLY
19179	0x0082A7C0	0x00C19CC0	?nfsGetMediaDriverIndex@@YAHW4nflMediaID@@@Z	nfl_xboxr	nfl_system.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19180	0x0082A800	0x00C19D00	?nfsGetMediaDriver@@YAPAUnfdDriver@@W4nflMediaID@@@Z	nfl_xboxr	nfl_system.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19181	0x0082A830	0x00C19D30	?nfsGetFile@@YAPAUnfsFile@@W4nflFileID@@@Z	nfl_xboxr	nfl_system.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19182	0x0082A860	0x00C19D60	?nfsGetNativeFileID@@YA?AW4nflFileID@@W41@@Z	nfl_xboxr	nfl_system.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19183	0x0082A950	0x00C19E50	?nfsGetNativeFile@@YAPAUnfsFile@@W4nflFileID@@@Z	nfl_xboxr	nfl_system.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19184	0x0082A990	0x00C19E90	?nfsGetFileDriver@@YAPAUnfdDriver@@W4nflFileID@@@Z	nfl_xboxr	nfl_system.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
19185	0x0082A9D0	0x00C19ED0	?nflGetFileMedia@@YA?AW4nflMediaID@@W4nflFileID@@@Z	nfl_xboxr	nfl_system.o	engine		f	0	VERIFIED	PROGRESS object aggregate	YES	YES	VERIFIED
