ida_ea	va	name	signature	family
0x0082E100	0x00C1D600	?ProcessAudioChunk@nvlMovie@@EAEXXZ	private: virtual void __thiscall nvlMovie::ProcessAudioChunk(void)	nvl_xbox.o
0x0082E1E0	0x00C1D6E0	?StartAudioPlayback@nvlMovie@@EAEXXZ	private: virtual void __thiscall nvlMovie::StartAudioPlayback(void)	nvl_xbox.o
0x0082E230	0x00C1D730	?StopAudioPlayback@nvlMovie@@EAEXXZ	private: virtual void __thiscall nvlMovie::StopAudioPlayback(void)	nvl_xbox.o
0x0082E270	0x00C1D770	?nvlInit@@YA_NXZ	bool __cdecl nvlInit(void)	nvl_xbox.o
0x0082E390	0x00C1D890	?nvlShutdown@@YAXXZ	void __cdecl nvlShutdown(void)	nvl_xbox.o
0x0082E3A0	0x00C1D8A0	??1nvlMovie@@UAE@XZ	public: virtual __thiscall nvlMovie::~nvlMovie(void)	nvl_xbox.o
