ida_ea	name	signature	source_cpp
0x00803240	?Init@apsInternal@@YAXH@Z	void __cdecl apsInternal::Init(int)	
0x00803250	?GetViewCoordinateSystem@apsInternal@@YAXAAVDir3@math@@00@Z	void __cdecl apsInternal::GetViewCoordinateSystem(class math::Dir3 &,class math::Dir3 &,class math::Dir3 &)	
0x008033B0	?GetUserCoordinateSystem@apsInternal@@YAXABVDir3@math@@AAV23@11@Z	void __cdecl apsInternal::GetUserCoordinateSystem(class math::Dir3 const &,class math::Dir3 &,class math::Dir3 &,class math::Dir3 &)	
0x008035C0	?GetLocalLights@apsInternal@@YAXPAUnglLightContext@@ABUapsSphere@@@Z	void __cdecl apsInternal::GetLocalLights(struct nglLightContext *,struct apsSphere const &)	
0x008036D0	?SetupBlendAndTexture@apsInternal@@YAXPAUnglTexture@@W4apsEBlendMode@@_NH@Z	void __cdecl apsInternal::SetupBlendAndTexture(struct nglTexture *,enum apsEBlendMode,bool,int)	
0x00803990	?SetupFog@apsInternal@@YAXHMMMM_N@Z	void __cdecl apsInternal::SetupFog(int,float,float,float,float,bool)	
0x00803A40	?SetupAlphaFade@apsInternal@@YAXHMM@Z	void __cdecl apsInternal::SetupAlphaFade(int,float,float)	
0x00803B00	?QueueSpawnedEffect@apsInternal@@YAXHPBVapsEffectTemplate@@MABUapsQuaternion@@ABVDir3@math@@M@Z	void __cdecl apsInternal::QueueSpawnedEffect(int,class apsEffectTemplate const *,float,struct apsQuaternion const &,class math::Dir3 const &,float)	
0x00803B30	?RemoveFromSpawnedEffectQueueByPakId@apsInternal@@YAXH@Z	void __cdecl apsInternal::RemoveFromSpawnedEffectQueueByPakId(int)	
0x00803B50	?ClearSpawnedEffectQueue@apsInternal@@YAXXZ	void __cdecl apsInternal::ClearSpawnedEffectQueue(void)	
0x00803B60	?GetLightMatrices@apsInternal@@YAXAAVMat43@math@@0ABV23@PAUnglLightContext@@ABUapsSphere@@@Z	void __cdecl apsInternal::GetLightMatrices(class math::Mat43 &,class math::Mat43 &,class math::Mat43 const &,struct nglLightContext *,struct apsSphere const &)	
0x00803D90	?SubmitSpawnedEffectQueue@apsInternal@@YAXXZ	void __cdecl apsInternal::SubmitSpawnedEffectQueue(void)	
