ida_ea	name	signature	source_cpp
0x00824590	?nslDriverVoiceSize@@YAIXZ	unsigned int __cdecl nslDriverVoiceSize(void)	
0x00824680	?nslDriverClamp@@YAMMMM@Z	float __cdecl nslDriverClamp(float,float,float)	
0x008246B0	?nslDriverCalculateRolloff@@YAXPAMMPBUnslWave@@@Z	void __cdecl nslDriverCalculateRolloff(float *,float,struct nslWave const *)	
0x00824EF0	?nslDriverGetVoiceType@@YAEPBUnslWave@@@Z	unsigned char __cdecl nslDriverGetVoiceType(struct nslWave const *)	
0x00824F20	?nslDriverInit@@YAHPAUnslInitParams@@@Z	int __cdecl nslDriverInit(struct nslInitParams *)	
0x00825010	?nslDriverExit@@YAXXZ	void __cdecl nslDriverExit(void)	
0x00825020	?Init@nslDriverVoice@@QAEJPBUnslVoice@@PBUnslWave@@@Z	public: long __thiscall nslDriverVoice::Init(struct nslVoice const *,struct nslWave const *)	
0x00825210	?FindFreePacket@nslDriverVoice@@QAEHPAH@Z	public: int __thiscall nslDriverVoice::FindFreePacket(int *)	
0x00825270	?ProcessSource@nslDriverVoice@@QAEJH@Z	public: long __thiscall nslDriverVoice::ProcessSource(int)	
0x00825390	?nslSetEffect@@YAXPBUnslEffect@@@Z	void __cdecl nslSetEffect(struct nslEffect const *)	
0x008257A0	?nslDriverStart@@YAHXZ	int __cdecl nslDriverStart(void)	
0x00825800	?Process@nslDriverVoice@@QAEJXZ	public: long __thiscall nslDriverVoice::Process(void)	
0x00825A10	?nslDriverUpdate@@YAXXZ	void __cdecl nslDriverUpdate(void)	
