object	checklist_file	inventory_file	plan_file	manifest_rows	verified	port_status_only	external	in_progress	unresolved_engine	untracked
bdPlatformSocket-win32.obj	analysis/bdPlatformSocket-win32_obj_checklist.tsv	analysis/bdPlatformSocket-win32_obj_inventory.tsv	analysis/bdPlatformSocket-win32_obj_plan.tsv	8	4	4	0	0	0	0
bdPlatformSocket.obj	analysis/bdPlatformSocket_obj_checklist.tsv	analysis/bdPlatformSocket_obj_inventory.tsv	analysis/bdPlatformSocket_obj_plan.tsv	5	4	1	0	0	0	0
bdPlatformTiming-xbox.obj	analysis/bdPlatformTiming-xbox_obj_checklist.tsv	analysis/bdPlatformTiming-xbox_obj_inventory.tsv	analysis/bdPlatformTiming-xbox_obj_plan.tsv	5	5	0	0	0	0	0
bdPlatformTrulyRandom-xbox.obj	analysis/bdPlatformTrulyRandom-xbox_obj_checklist.tsv	analysis/bdPlatformTrulyRandom-xbox_obj_inventory.tsv	analysis/bdPlatformTrulyRandom-xbox_obj_plan.tsv	1	0	1	0	0	0	0
bdQoSProbe-xbox.obj	analysis/bdQoSProbe-xbox_obj_checklist.tsv	analysis/bdQoSProbe-xbox_obj_inventory.tsv	analysis/bdQoSProbe-xbox_obj_plan.tsv	54	13	41	0	0	0	0
bdQoSProbeListener.obj	analysis/bdQoSProbeListener_obj_checklist.tsv	analysis/bdQoSProbeListener_obj_inventory.tsv	analysis/bdQoSProbeListener_obj_plan.tsv	4	4	0	0	0	0	0
bdRandom.obj	analysis/bdRandom_obj_checklist.tsv	analysis/bdRandom_obj_inventory.tsv	analysis/bdRandom_obj_plan.tsv	7	0	7	0	0	0	0
bdReceivedMessage.obj	analysis/bdReceivedMessage_obj_checklist.tsv	analysis/bdReceivedMessage_obj_inventory.tsv	analysis/bdReceivedMessage_obj_plan.tsv	4	3	1	0	0	0	0
bdReferencable.obj	analysis/bdReferencable_obj_checklist.tsv	analysis/bdReferencable_obj_inventory.tsv	analysis/bdReferencable_obj_plan.tsv	1	1	0	0	0	0	0
bdReliableReceiveWindow.obj	analysis/bdReliableReceiveWindow_obj_checklist.tsv	analysis/bdReliableReceiveWindow_obj_inventory.tsv	analysis/bdReliableReceiveWindow_obj_plan.tsv	19	7	12	0	0	0	0
bdReliableSendWindow.obj	analysis/bdReliableSendWindow_obj_checklist.tsv	analysis/bdReliableSendWindow_obj_inventory.tsv	analysis/bdReliableSendWindow_obj_plan.tsv	24	10	14	0	0	0	0
bdSAckChunk.obj	analysis/bdSAckChunk_obj_checklist.tsv	analysis/bdSAckChunk_obj_inventory.tsv	analysis/bdSAckChunk_obj_plan.tsv	26	11	15	0	0	0	0
bdSecurityKey-xbox.obj	analysis/bdSecurityKey-xbox_obj_checklist.tsv	analysis/bdSecurityKey-xbox_obj_inventory.tsv	analysis/bdSecurityKey-xbox_obj_plan.tsv	6	6	0	0	0	0	0
bdSequenceNumber.obj	analysis/bdSequenceNumber_obj_checklist.tsv	analysis/bdSequenceNumber_obj_inventory.tsv	analysis/bdSequenceNumber_obj_plan.tsv	14	14	0	0	0	0	0
bdSession.obj	analysis/bdSession_obj_checklist.tsv	analysis/bdSession_obj_inventory.tsv	analysis/bdSession_obj_plan.tsv	169	51	118	0	0	0	0
bdSessionHandler.obj	analysis/bdSessionHandler_obj_checklist.tsv	analysis/bdSessionHandler_obj_inventory.tsv	analysis/bdSessionHandler_obj_plan.tsv	5	5	0	0	0	0	0
bdSessionInfo.obj	analysis/bdSessionInfo_obj_checklist.tsv	analysis/bdSessionInfo_obj_inventory.tsv	analysis/bdSessionInfo_obj_plan.tsv	3	0	3	0	0	0	0
bdSessionInterceptor.obj	analysis/bdSessionInterceptor_obj_checklist.tsv	analysis/bdSessionInterceptor_obj_inventory.tsv	analysis/bdSessionInterceptor_obj_plan.tsv	4	4	0	0	0	0	0
bdSessionListener.obj	analysis/bdSessionListener_obj_checklist.tsv	analysis/bdSessionListener_obj_inventory.tsv	analysis/bdSessionListener_obj_plan.tsv	12	9	3	0	0	0	0
bdShortTimer.obj	analysis/bdShortTimer_obj_checklist.tsv	analysis/bdShortTimer_obj_inventory.tsv	analysis/bdShortTimer_obj_plan.tsv	4	4	0	0	0	0	0
bdShutdownAckChunk.obj	analysis/bdShutdownAckChunk_obj_checklist.tsv	analysis/bdShutdownAckChunk_obj_inventory.tsv	analysis/bdShutdownAckChunk_obj_plan.tsv	8	6	2	0	0	0	0
bdShutdownChunk.obj	analysis/bdShutdownChunk_obj_checklist.tsv	analysis/bdShutdownChunk_obj_inventory.tsv	analysis/bdShutdownChunk_obj_plan.tsv	8	6	2	0	0	0	0
bdShutdownCompleteChunk.obj	analysis/bdShutdownCompleteChunk_obj_checklist.tsv	analysis/bdShutdownCompleteChunk_obj_inventory.tsv	analysis/bdShutdownCompleteChunk_obj_plan.tsv	8	6	2	0	0	0	0
bdSocket.obj	analysis/bdSocket_obj_checklist.tsv	analysis/bdSocket_obj_inventory.tsv	analysis/bdSocket_obj_plan.tsv	12	9	3	0	0	0	0
bdSocketRouter-xbox.obj	analysis/bdSocketRouter-xbox_obj_checklist.tsv	analysis/bdSocketRouter-xbox_obj_inventory.tsv	analysis/bdSocketRouter-xbox_obj_plan.tsv	25	13	12	0	0	0	0
bdStopwatch.obj	analysis/bdStopwatch_obj_checklist.tsv	analysis/bdStopwatch_obj_inventory.tsv	analysis/bdStopwatch_obj_plan.tsv	7	6	1	0	0	0	0
bdString.obj	analysis/bdString_obj_checklist.tsv	analysis/bdString_obj_inventory.tsv	analysis/bdString_obj_plan.tsv	30	5	25	0	0	0	0
bdTrulyRandom.obj	analysis/bdTrulyRandom_obj_checklist.tsv	analysis/bdTrulyRandom_obj_inventory.tsv	analysis/bdTrulyRandom_obj_plan.tsv	3	1	2	0	0	0	0
bdUnicastConnection.obj	analysis/bdUnicastConnection_obj_checklist.tsv	analysis/bdUnicastConnection_obj_inventory.tsv	analysis/bdUnicastConnection_obj_plan.tsv	152	36	116	0	0	0	0
bdUnreliableReceiveWindow.obj	analysis/bdUnreliableReceiveWindow_obj_checklist.tsv	analysis/bdUnreliableReceiveWindow_obj_inventory.tsv	analysis/bdUnreliableReceiveWindow_obj_plan.tsv	7	6	1	0	0	0	0
bdUnreliableSendWindow.obj	analysis/bdUnreliableSendWindow_obj_checklist.tsv	analysis/bdUnreliableSendWindow_obj_inventory.tsv	analysis/bdUnreliableSendWindow_obj_plan.tsv	32	18	14	0	0	0	0
billing.obj	analysis/billing_obj_checklist.tsv	analysis/billing_obj_inventory.tsv	analysis/billing_obj_plan.tsv	28	0	0	28	0	0	0
bitmap.obj	analysis/bitmap_obj_checklist.tsv	analysis/bitmap_obj_inventory.tsv	analysis/bitmap_obj_plan.tsv	2	0	0	2	0	0	0
bitmapa.obj	analysis/bitmapa_obj_checklist.tsv	analysis/bitmapa_obj_inventory.tsv	analysis/bitmapa_obj_plan.tsv	1	0	0	1	0	0	0
bitpackc.obj	analysis/bitpackc_obj_checklist.tsv	analysis/bitpackc_obj_inventory.tsv	analysis/bitpackc_obj_plan.tsv	2	0	0	2	0	0	0
block.obj	analysis/block_obj_checklist.tsv	analysis/block_obj_inventory.tsv	analysis/block_obj_plan.tsv	19	0	0	19	0	0	0
bootutil.obj	analysis/bootutil_obj_checklist.tsv	analysis/bootutil_obj_inventory.tsv	analysis/bootutil_obj_plan.tsv	11	0	0	11	0	0	0
bsearch.obj	analysis/bsearch_obj_checklist.tsv	analysis/bsearch_obj_inventory.tsv	analysis/bsearch_obj_plan.tsv	1	0	0	1	0	0	0
btheap_dual.obj	analysis/btheap_dual_obj_checklist.tsv	analysis/btheap_dual_obj_inventory.tsv	analysis/btheap_dual_obj_plan.tsv	3	0	0	3	0	0	0
buffer.obj	analysis/buffer_obj_checklist.tsv	analysis/buffer_obj_inventory.tsv	analysis/buffer_obj_plan.tsv	9	0	0	9	0	0	0
calccost.obj	analysis/calccost_obj_checklist.tsv	analysis/calccost_obj_inventory.tsv	analysis/calccost_obj_plan.tsv	2	0	0	2	0	0	0
cancelio.obj	analysis/cancelio_obj_checklist.tsv	analysis/cancelio_obj_inventory.tsv	analysis/cancelio_obj_plan.tsv	2	0	0	2	0	0	0
cbufutil.obj	analysis/cbufutil_obj_checklist.tsv	analysis/cbufutil_obj_inventory.tsv	analysis/cbufutil_obj_plan.tsv	1	0	0	1	0	0	0
cd3dxassembler.obj	analysis/cd3dxassembler_obj_checklist.tsv	analysis/cd3dxassembler_obj_inventory.tsv	analysis/cd3dxassembler_obj_plan.tsv	19	0	0	19	0	0	0
cd3dxblt.obj	analysis/cd3dxblt_obj_checklist.tsv	analysis/cd3dxblt_obj_inventory.tsv	analysis/cd3dxblt_obj_plan.tsv	35	0	0	35	0	0	0
cd3dxcodec.obj	analysis/cd3dxcodec_obj_checklist.tsv	analysis/cd3dxcodec_obj_inventory.tsv	analysis/cd3dxcodec_obj_plan.tsv	131	0	0	131	0	0	0
cd3dxfile.obj	analysis/cd3dxfile_obj_checklist.tsv	analysis/cd3dxfile_obj_inventory.tsv	analysis/cd3dxfile_obj_plan.tsv	4	0	0	4	0	0	0
cd3dximage.obj	analysis/cd3dximage_obj_checklist.tsv	analysis/cd3dximage_obj_inventory.tsv	analysis/cd3dximage_obj_plan.tsv	11	0	0	11	0	0	0
cd3dxrendertoenvmap.obj	analysis/cd3dxrendertoenvmap_obj_checklist.tsv	analysis/cd3dxrendertoenvmap_obj_inventory.tsv	analysis/cd3dxrendertoenvmap_obj_plan.tsv	21	0	0	21	0	0	0
cd3dxrendertosurface.obj	analysis/cd3dxrendertosurface_obj_checklist.tsv	analysis/cd3dxrendertosurface_obj_inventory.tsv	analysis/cd3dxrendertosurface_obj_plan.tsv	13	0	0	13	0	0	0
cd3dxsprite.obj	analysis/cd3dxsprite_obj_checklist.tsv	analysis/cd3dxsprite_obj_inventory.tsv	analysis/cd3dxsprite_obj_plan.tsv	28	0	0	28	0	0	0
cd3dxstack.obj	analysis/cd3dxstack_obj_checklist.tsv	analysis/cd3dxstack_obj_inventory.tsv	analysis/cd3dxstack_obj_plan.tsv	10	0	0	10	0	0	0
cdAirplaneMetalShader.o	analysis/cdAirplaneMetalShader_o_checklist.tsv	analysis/cdAirplaneMetalShader_o_inventory.tsv	analysis/cdAirplaneMetalShader_o_plan.tsv	21	9	12	0	0	0	0
cdBackgroundShader.o	analysis/cdBackgroundShader_o_checklist.tsv	analysis/cdBackgroundShader_o_inventory.tsv	analysis/cdBackgroundShader_o_plan.tsv	24	11	13	0	0	0	0
cdCharShader.o	analysis/cdCharShader_o_checklist.tsv	analysis/cdCharShader_o_inventory.tsv	analysis/cdCharShader_o_plan.tsv	24	9	15	0	0	0	0
cdCharSpecularShader.o	analysis/cdCharSpecularShader_o_checklist.tsv	analysis/cdCharSpecularShader_o_inventory.tsv	analysis/cdCharSpecularShader_o_plan.tsv	24	9	15	0	0	0	0
cdDebugShader.o	analysis/cdDebugShader_o_checklist.tsv	analysis/cdDebugShader_o_inventory.tsv	analysis/cdDebugShader_o_plan.tsv	26	13	13	0	0	0	0
cdDebugVertexDef.o	analysis/cdDebugVertexDef_o_checklist.tsv	analysis/cdDebugVertexDef_o_inventory.tsv	analysis/cdDebugVertexDef_o_plan.tsv	7	7	0	0	0	0	0
cdDecalShader.o	analysis/cdDecalShader_o_checklist.tsv	analysis/cdDecalShader_o_inventory.tsv	analysis/cdDecalShader_o_plan.tsv	22	10	12	0	0	0	0
cdDynamicDecalShader.o	analysis/cdDynamicDecalShader_o_checklist.tsv	analysis/cdDynamicDecalShader_o_inventory.tsv	analysis/cdDynamicDecalShader_o_plan.tsv	37	10	27	0	0	0	0
cdDynamicDecalVertexDef.o	analysis/cdDynamicDecalVertexDef_o_checklist.tsv	analysis/cdDynamicDecalVertexDef_o_inventory.tsv	analysis/cdDynamicDecalVertexDef_o_plan.tsv	2	1	1	0	0	0	0
cdFlagShader.o	analysis/cdFlagShader_o_checklist.tsv	analysis/cdFlagShader_o_inventory.tsv	analysis/cdFlagShader_o_plan.tsv	42	10	32	0	0	0	0
cdGlassShader.o	analysis/cdGlassShader_o_checklist.tsv	analysis/cdGlassShader_o_inventory.tsv	analysis/cdGlassShader_o_plan.tsv	25	10	15	0	0	0	0
cdGlowShader.o	analysis/cdGlowShader_o_checklist.tsv	analysis/cdGlowShader_o_inventory.tsv	analysis/cdGlowShader_o_plan.tsv	50	9	41	0	0	0	0
cdGunShader.o	analysis/cdGunShader_o_checklist.tsv	analysis/cdGunShader_o_inventory.tsv	analysis/cdGunShader_o_plan.tsv	24	10	14	0	0	0	0
cdGunSightShader.o	analysis/cdGunSightShader_o_checklist.tsv	analysis/cdGunSightShader_o_inventory.tsv	analysis/cdGunSightShader_o_plan.tsv	22	12	10	0	0	0	0
cdGunSightSpecularShader.o	analysis/cdGunSightSpecularShader_o_checklist.tsv	analysis/cdGunSightSpecularShader_o_inventory.tsv	analysis/cdGunSightSpecularShader_o_plan.tsv	22	10	12	0	0	0	0
cdHeatHazeShader.o	analysis/cdHeatHazeShader_o_checklist.tsv	analysis/cdHeatHazeShader_o_inventory.tsv	analysis/cdHeatHazeShader_o_plan.tsv	20	4	16	0	0	0	0
cdOceanGlobals.o	analysis/cdOceanGlobals_o_checklist.tsv	analysis/cdOceanGlobals_o_inventory.tsv	analysis/cdOceanGlobals_o_plan.tsv	19	15	4	0	0	0	0
cdOceanShader.o	analysis/cdOceanShader_o_checklist.tsv	analysis/cdOceanShader_o_inventory.tsv	analysis/cdOceanShader_o_plan.tsv	23	9	14	0	0	0	0
cdPrelitShader.o	analysis/cdPrelitShader_o_checklist.tsv	analysis/cdPrelitShader_o_inventory.tsv	analysis/cdPrelitShader_o_plan.tsv	25	9	16	0	0	0	0
cdPropellerShader.o	analysis/cdPropellerShader_o_checklist.tsv	analysis/cdPropellerShader_o_inventory.tsv	analysis/cdPropellerShader_o_plan.tsv	22	10	12	0	0	0	0
cdRiverShader.o	analysis/cdRiverShader_o_checklist.tsv	analysis/cdRiverShader_o_inventory.tsv	analysis/cdRiverShader_o_plan.tsv	37	19	18	0	0	0	0
cdScratchShader.o	analysis/cdScratchShader_o_checklist.tsv	analysis/cdScratchShader_o_inventory.tsv	analysis/cdScratchShader_o_plan.tsv	46	16	30	0	0	0	0
cdScratchVertexDef.o	analysis/cdScratchVertexDef_o_checklist.tsv	analysis/cdScratchVertexDef_o_inventory.tsv	analysis/cdScratchVertexDef_o_plan.tsv	2	2	0	0	0	0	0
cdSimpleAlphaShader.o	analysis/cdSimpleAlphaShader_o_checklist.tsv	analysis/cdSimpleAlphaShader_o_inventory.tsv	analysis/cdSimpleAlphaShader_o_plan.tsv	31	13	18	0	0	0	0
cdSimpleColorShader.o	analysis/cdSimpleColorShader_o_checklist.tsv	analysis/cdSimpleColorShader_o_inventory.tsv	analysis/cdSimpleColorShader_o_plan.tsv	13	9	4	0	0	0	0
cdSimpleInstance.o	analysis/cdSimpleInstance_o_checklist.tsv	analysis/cdSimpleInstance_o_inventory.tsv	analysis/cdSimpleInstance_o_plan.tsv	17	13	4	0	0	0	0
cdSimplePrelitShader.o	analysis/cdSimplePrelitShader_o_checklist.tsv	analysis/cdSimplePrelitShader_o_inventory.tsv	analysis/cdSimplePrelitShader_o_plan.tsv	19	11	8	0	0	0	0
cdSimpleShader.o	analysis/cdSimpleShader_o_checklist.tsv	analysis/cdSimpleShader_o_inventory.tsv	analysis/cdSimpleShader_o_plan.tsv	17	14	3	0	0	0	0
cdSimpleSpecularShader.o	analysis/cdSimpleSpecularShader_o_checklist.tsv	analysis/cdSimpleSpecularShader_o_inventory.tsv	analysis/cdSimpleSpecularShader_o_plan.tsv	24	13	11	0	0	0	0
cdSimpleUVAnimShader.o	analysis/cdSimpleUVAnimShader_o_checklist.tsv	analysis/cdSimpleUVAnimShader_o_inventory.tsv	analysis/cdSimpleUVAnimShader_o_plan.tsv	40	11	29	0	0	0	0
cdSkyShader.o	analysis/cdSkyShader_o_checklist.tsv	analysis/cdSkyShader_o_inventory.tsv	analysis/cdSkyShader_o_plan.tsv	22	9	13	0	0	0	0
cdWaterShader.o	analysis/cdWaterShader_o_checklist.tsv	analysis/cdWaterShader_o_inventory.tsv	analysis/cdWaterShader_o_plan.tsv	21	10	11	0	0	0	0
cdWheelMarkShader.o	analysis/cdWheelMarkShader_o_checklist.tsv	analysis/cdWheelMarkShader_o_inventory.tsv	analysis/cdWheelMarkShader_o_plan.tsv	33	13	20	0	0	0	0
cdWorldBlendPointLitShader.o	analysis/cdWorldBlendPointLitShader_o_checklist.tsv	analysis/cdWorldBlendPointLitShader_o_inventory.tsv	analysis/cdWorldBlendPointLitShader_o_plan.tsv	34	9	25	0	0	0	0
cdWorldBlendShader.o	analysis/cdWorldBlendShader_o_checklist.tsv	analysis/cdWorldBlendShader_o_inventory.tsv	analysis/cdWorldBlendShader_o_plan.tsv	31	9	22	0	0	0	0
cdWorldColorShader.o	analysis/cdWorldColorShader_o_checklist.tsv	analysis/cdWorldColorShader_o_inventory.tsv	analysis/cdWorldColorShader_o_plan.tsv	13	9	4	0	0	0	0
cdWorldPointLitShader.o	analysis/cdWorldPointLitShader_o_checklist.tsv	analysis/cdWorldPointLitShader_o_inventory.tsv	analysis/cdWorldPointLitShader_o_plan.tsv	31	9	22	0	0	0	0
cdWorldShader.o	analysis/cdWorldShader_o_checklist.tsv	analysis/cdWorldShader_o_inventory.tsv	analysis/cdWorldShader_o_plan.tsv	27	9	18	0	0	0	0
cdWorldVertexLitShader.o	analysis/cdWorldVertexLitShader_o_checklist.tsv	analysis/cdWorldVertexLitShader_o_inventory.tsv	analysis/cdWorldVertexLitShader_o_plan.tsv	25	12	13	0	0	0	0
cdl_base.o	analysis/cdl_base_o_checklist.tsv	analysis/cdl_base_o_inventory.tsv	analysis/cdl_base_o_plan.tsv	2	2	0	0	0	0	0
cdl_common.o	analysis/cdl_common_o_checklist.tsv	analysis/cdl_common_o_inventory.tsv	analysis/cdl_common_o_plan.tsv	16	5	11	0	0	0	0
cdl_gjk.o	analysis/cdl_gjk_o_checklist.tsv	analysis/cdl_gjk_o_inventory.tsv	analysis/cdl_gjk_o_plan.tsv	10	0	10	0	0	0	0
ceil.obj	analysis/ceil_obj_checklist.tsv	analysis/ceil_obj_inventory.tsv	analysis/ceil_obj_plan.tsv	1	0	0	1	0	0	0
cfcache.obj	analysis/cfcache_obj_checklist.tsv	analysis/cfcache_obj_inventory.tsv	analysis/cfcache_obj_plan.tsv	5	0	0	5	0	0	0
cfin.obj	analysis/cfin_obj_checklist.tsv	analysis/cfin_obj_inventory.tsv	analysis/cfin_obj_plan.tsv	1	0	0	1	0	0	0
cfout.obj	analysis/cfout_obj_checklist.tsv	analysis/cfout_obj_inventory.tsv	analysis/cfout_obj_plan.tsv	2	0	0	2	0	0	0
cg.o	analysis/cg_o_checklist.tsv	analysis/cg_o_inventory.tsv	analysis/cg_o_plan.tsv	405	287	118	0	0	0	0
chkstk.obj	analysis/chkstk_obj_checklist.tsv	analysis/chkstk_obj_inventory.tsv	analysis/chkstk_obj_plan.tsv	1	0	0	1	0	0	0
chsize.obj	analysis/chsize_obj_checklist.tsv	analysis/chsize_obj_inventory.tsv	analysis/chsize_obj_plan.tsv	2	0	0	2	0	0	0
cipher.obj	analysis/cipher_obj_checklist.tsv	analysis/cipher_obj_inventory.tsv	analysis/cipher_obj_plan.tsv	6	0	0	6	0	0	0
cl.o	analysis/cl_o_checklist.tsv	analysis/cl_o_inventory.tsv	analysis/cl_o_plan.tsv	341	268	73	0	0	0	0
clear.obj	analysis/clear_obj_checklist.tsv	analysis/clear_obj_inventory.tsv	analysis/clear_obj_plan.tsv	1	0	0	1	0	0	0
clock.obj	analysis/clock_obj_checklist.tsv	analysis/clock_obj_inventory.tsv	analysis/clock_obj_plan.tsv	2	0	0	2	0	0	0
close.obj	analysis/close_obj_checklist.tsv	analysis/close_obj_inventory.tsv	analysis/close_obj_plan.tsv	2	0	0	2	0	0	0
closeall.obj	analysis/closeall_obj_checklist.tsv	analysis/closeall_obj_inventory.tsv	analysis/closeall_obj_plan.tsv	1	0	0	1	0	0	0
codegain.obj	analysis/codegain_obj_checklist.tsv	analysis/codegain_obj_inventory.tsv	analysis/codegain_obj_plan.tsv	2	0	0	2	0	0	0
codepv.obj	analysis/codepv_obj_checklist.tsv	analysis/codepv_obj_inventory.tsv	analysis/codepv_obj_plan.tsv	2	0	0	2	0	0	0
coder.obj	analysis/coder_obj_checklist.tsv	analysis/coder_obj_inventory.tsv	analysis/coder_obj_plan.tsv	2	0	0	2	0	0	0
com_wmsapf.obj	analysis/com_wmsapf_obj_checklist.tsv	analysis/com_wmsapf_obj_inventory.tsv	analysis/com_wmsapf_obj_plan.tsv	1	0	0	1	0	0	0
com_wmsauxcode.obj	analysis/com_wmsauxcode_obj_checklist.tsv	analysis/com_wmsauxcode_obj_inventory.tsv	analysis/com_wmsauxcode_obj_plan.tsv	14	0	0	14	0	0	0
com_wmsfft.obj	analysis/com_wmsfft_obj_checklist.tsv	analysis/com_wmsfft_obj_inventory.tsv	analysis/com_wmsfft_obj_plan.tsv	5	0	0	5	0	0	0
com_wmsfuncs.obj	analysis/com_wmsfuncs_obj_checklist.tsv	analysis/com_wmsfuncs_obj_inventory.tsv	analysis/com_wmsfuncs_obj_plan.tsv	9	0	0	9	0	0	0
com_wmsmath.obj	analysis/com_wmsmath_obj_checklist.tsv	analysis/com_wmsmath_obj_inventory.tsv	analysis/com_wmsmath_obj_plan.tsv	9	0	0	9	0	0	0
combiner.obj	analysis/combiner_obj_checklist.tsv	analysis/combiner_obj_inventory.tsv	analysis/combiner_obj_plan.tsv	1	0	0	1	0	0	0
commit.obj	analysis/commit_obj_checklist.tsv	analysis/commit_obj_inventory.tsv	analysis/commit_obj_plan.tsv	1	0	0	1	0	0	0
common.obj	analysis/common_obj_checklist.tsv	analysis/common_obj_inventory.tsv	analysis/common_obj_plan.tsv	9	0	0	9	0	0	0
comppow.obj	analysis/comppow_obj_checklist.tsv	analysis/comppow_obj_inventory.tsv	analysis/comppow_obj_plan.tsv	1	0	0	1	0	0	0
compress.o	analysis/compress_o_checklist.tsv	analysis/compress_o_inventory.tsv	analysis/compress_o_plan.tsv	3	3	0	0	0	0	0
compress.obj	analysis/compress_obj_checklist.tsv	analysis/compress_obj_inventory.tsv	analysis/compress_obj_plan.tsv	1	0	0	1	0	0	0
compstr.obj	analysis/compstr_obj_checklist.tsv	analysis/compstr_obj_inventory.tsv	analysis/compstr_obj_plan.tsv	1	0	0	1	0	0	0
compstra.obj	analysis/compstra_obj_checklist.tsv	analysis/compstra_obj_inventory.tsv	analysis/compstra_obj_plan.tsv	1	0	0	1	0	0	0
contdl.obj	analysis/contdl_obj_checklist.tsv	analysis/contdl_obj_inventory.tsv	analysis/contdl_obj_plan.tsv	47	0	0	47	0	0	0
contenum.obj	analysis/contenum_obj_checklist.tsv	analysis/contenum_obj_inventory.tsv	analysis/contenum_obj_plan.tsv	16	0	0	16	0	0	0
context_dual.obj	analysis/context_dual_obj_checklist.tsv	analysis/context_dual_obj_inventory.tsv	analysis/context_dual_obj_plan.tsv	8	0	0	8	0	0	0
controller.o	analysis/controller_o_checklist.tsv	analysis/controller_o_inventory.tsv	analysis/controller_o_plan.tsv	11	10	1	0	0	0	0
controller_xbox.o	analysis/controller_xbox_o_checklist.tsv	analysis/controller_xbox_o_inventory.tsv	analysis/controller_xbox_o_plan.tsv	16	12	4	0	0	0	0
contsig.obj	analysis/contsig_obj_checklist.tsv	analysis/contsig_obj_inventory.tsv	analysis/contsig_obj_plan.tsv	22	0	0	22	0	0	0
contutil.obj	analysis/contutil_obj_checklist.tsv	analysis/contutil_obj_inventory.tsv	analysis/contutil_obj_plan.tsv	13	0	0	13	0	0	0
core.o	analysis/core_o_checklist.tsv	analysis/core_o_inventory.tsv	analysis/core_o_plan.tsv	1437	781	656	0	0	0	0
corrfunc.obj	analysis/corrfunc_obj_checklist.tsv	analysis/corrfunc_obj_inventory.tsv	analysis/corrfunc_obj_plan.tsv	1	0	0	1	0	0	0
cos.obj	analysis/cos_obj_checklist.tsv	analysis/cos_obj_inventory.tsv	analysis/cos_obj_plan.tsv	1	0	0	1	0	0	0
cpudetect.obj	analysis/cpudetect_obj_checklist.tsv	analysis/cpudetect_obj_inventory.tsv	analysis/cpudetect_obj_plan.tsv	7	0	0	7	0	0	0
crc32.o	analysis/crc32_o_checklist.tsv	analysis/crc32_o_inventory.tsv	analysis/crc32_o_plan.tsv	3	3	0	0	0	0	0
crt0.obj	analysis/crt0_obj_checklist.tsv	analysis/crt0_obj_inventory.tsv	analysis/crt0_obj_plan.tsv	1	0	0	1	0	0	0
crt0dat.obj	analysis/crt0dat_obj_checklist.tsv	analysis/crt0dat_obj_inventory.tsv	analysis/crt0dat_obj_plan.tsv	6	0	0	6	0	0	0
crt0fp.obj	analysis/crt0fp_obj_checklist.tsv	analysis/crt0fp_obj_inventory.tsv	analysis/crt0fp_obj_plan.tsv	1	0	0	1	0	0	0
crt0msg.obj	analysis/crt0msg_obj_checklist.tsv	analysis/crt0msg_obj_inventory.tsv	analysis/crt0msg_obj_plan.tsv	3	0	0	3	0	0	0
cstoenv.obj	analysis/cstoenv_obj_checklist.tsv	analysis/cstoenv_obj_inventory.tsv	analysis/cstoenv_obj_plan.tsv	1	0	0	1	0	0	0
ctype.obj	analysis/ctype_obj_checklist.tsv	analysis/ctype_obj_inventory.tsv	analysis/ctype_obj_plan.tsv	2	0	0	2	0	0	0
cvt.obj	analysis/cvt_obj_checklist.tsv	analysis/cvt_obj_inventory.tsv	analysis/cvt_obj_plan.tsv	8	0	0	8	0	0	0
d3dbase.obj	analysis/d3dbase_obj_checklist.tsv	analysis/d3dbase_obj_inventory.tsv	analysis/d3dbase_obj_plan.tsv	140	0	0	140	0	0	0
d3ddev.obj	analysis/d3ddev_obj_checklist.tsv	analysis/d3ddev_obj_inventory.tsv	analysis/d3ddev_obj_plan.tsv	2	0	0	2	0	0	0
d3dx8core.obj	analysis/d3dx8core_obj_checklist.tsv	analysis/d3dx8core_obj_inventory.tsv	analysis/d3dx8core_obj_plan.tsv	9	0	0	9	0	0	0
d3dx8dbg.obj	analysis/d3dx8dbg_obj_checklist.tsv	analysis/d3dx8dbg_obj_inventory.tsv	analysis/d3dx8dbg_obj_plan.tsv	4	0	0	4	0	0	0
d3dx8tex.obj	analysis/d3dx8tex_obj_checklist.tsv	analysis/d3dx8tex_obj_inventory.tsv	analysis/d3dx8tex_obj_plan.tsv	34	0	0	34	0	0	0
d3dxmath.obj	analysis/d3dxmath_obj_checklist.tsv	analysis/d3dxmath_obj_inventory.tsv	analysis/d3dxmath_obj_plan.tsv	97	0	0	97	0	0	0
datetime.obj	analysis/datetime_obj_checklist.tsv	analysis/datetime_obj_inventory.tsv	analysis/datetime_obj_plan.tsv	15	0	0	15	0	0	0
dbgheap.obj	analysis/dbgheap_obj_checklist.tsv	analysis/dbgheap_obj_inventory.tsv	analysis/dbgheap_obj_plan.tsv	44	0	0	44	0	0	0
dbghook.obj	analysis/dbghook_obj_checklist.tsv	analysis/dbghook_obj_inventory.tsv	analysis/dbghook_obj_plan.tsv	1	0	0	1	0	0	0
dbgrpt.obj	analysis/dbgrpt_obj_checklist.tsv	analysis/dbgrpt_obj_inventory.tsv	analysis/dbgrpt_obj_plan.tsv	6	0	0	6	0	0	0
debug.obj	analysis/debug_obj_checklist.tsv	analysis/debug_obj_inventory.tsv	analysis/debug_obj_plan.tsv	8	0	0	8	0	0	0
decalvb.obj	analysis/decalvb_obj_checklist.tsv	analysis/decalvb_obj_inventory.tsv	analysis/decalvb_obj_plan.tsv	1	0	0	1	0	0	0
