object	checklist_file	inventory_file	plan_file	manifest_rows	verified	port_status_only	external	in_progress	unresolved_engine	untracked
decblk.obj	analysis/decblk_obj_checklist.tsv	analysis/decblk_obj_inventory.tsv	analysis/decblk_obj_plan.tsv	1	0	0	1	0	0	0
decin.obj	analysis/decin_obj_checklist.tsv	analysis/decin_obj_inventory.tsv	analysis/decin_obj_plan.tsv	4	0	0	4	0	0	0
decout.obj	analysis/decout_obj_checklist.tsv	analysis/decout_obj_inventory.tsv	analysis/decout_obj_plan.tsv	1	0	0	1	0	0	0
decplssc.obj	analysis/decplssc_obj_checklist.tsv	analysis/decplssc_obj_inventory.tsv	analysis/decplssc_obj_plan.tsv	7	0	0	7	0	0	0
decsc.obj	analysis/decsc_obj_checklist.tsv	analysis/decsc_obj_inventory.tsv	analysis/decsc_obj_plan.tsv	5	0	0	5	0	0	0
dectree.obj	analysis/dectree_obj_checklist.tsv	analysis/dectree_obj_inventory.tsv	analysis/dectree_obj_plan.tsv	2	0	0	2	0	0	0
decuncmp.obj	analysis/decuncmp_obj_checklist.tsv	analysis/decuncmp_obj_inventory.tsv	analysis/decuncmp_obj_plan.tsv	2	0	0	2	0	0	0
decvcfry.obj	analysis/decvcfry_obj_checklist.tsv	analysis/decvcfry_obj_inventory.tsv	analysis/decvcfry_obj_plan.tsv	4	0	0	4	0	0	0
decxlat.obj	analysis/decxlat_obj_checklist.tsv	analysis/decxlat_obj_inventory.tsv	analysis/decxlat_obj_plan.tsv	2	0	0	2	0	0	0
deflate.o	analysis/deflate_o_checklist.tsv	analysis/deflate_o_inventory.tsv	analysis/deflate_o_plan.tsv	12	12	0	0	0	0	0
delaybnd.obj	analysis/delaybnd_obj_checklist.tsv	analysis/delaybnd_obj_inventory.tsv	analysis/delaybnd_obj_plan.tsv	1	0	0	1	0	0	0
delta_dual.obj	analysis/delta_dual_obj_checklist.tsv	analysis/delta_dual_obj_inventory.tsv	analysis/delta_dual_obj_plan.tsv	7	0	0	7	0	0	0
demltplx.obj	analysis/demltplx_obj_checklist.tsv	analysis/demltplx_obj_inventory.tsv	analysis/demltplx_obj_plan.tsv	1	0	0	1	0	0	0
devstate.obj	analysis/devstate_obj_checklist.tsv	analysis/devstate_obj_inventory.tsv	analysis/devstate_obj_plan.tsv	21	0	0	21	0	0	0
devsys.obj	analysis/devsys_obj_checklist.tsv	analysis/devsys_obj_inventory.tsv	analysis/devsys_obj_plan.tsv	2	0	0	2	0	0	0
dir.obj	analysis/dir_obj_checklist.tsv	analysis/dir_obj_inventory.tsv	analysis/dir_obj_plan.tsv	2	0	0	2	0	0	0
dirops.obj	analysis/dirops_obj_checklist.tsv	analysis/dirops_obj_inventory.tsv	analysis/dirops_obj_plan.tsv	23	0	0	23	0	0	0
disk.obj	analysis/disk_obj_checklist.tsv	analysis/disk_obj_inventory.tsv	analysis/disk_obj_plan.tsv	28	0	0	28	0	0	0
dlmalloc.o	analysis/dlmalloc_o_checklist.tsv	analysis/dlmalloc_o_inventory.tsv	analysis/dlmalloc_o_plan.tsv	15	0	15	0	0	0	0
dosmap.obj	analysis/dosmap_obj_checklist.tsv	analysis/dosmap_obj_inventory.tsv	analysis/dosmap_obj_plan.tsv	3	0	0	3	0	0	0
download.obj	analysis/download_obj_checklist.tsv	analysis/download_obj_inventory.tsv	analysis/download_obj_plan.tsv	28	0	0	28	0	0	0
drawprim.obj	analysis/drawprim_obj_checklist.tsv	analysis/drawprim_obj_inventory.tsv	analysis/drawprim_obj_plan.tsv	18	0	0	18	0	0	0
dsapi.obj	analysis/dsapi_obj_checklist.tsv	analysis/dsapi_obj_inventory.tsv	analysis/dsapi_obj_plan.tsv	415	0	0	415	0	0	0
dscommon.obj	analysis/dscommon_obj_checklist.tsv	analysis/dscommon_obj_inventory.tsv	analysis/dscommon_obj_plan.tsv	96	0	0	96	0	0	0
dsmath.obj	analysis/dsmath_obj_checklist.tsv	analysis/dsmath_obj_inventory.tsv	analysis/dsmath_obj_plan.tsv	14	0	0	14	0	0	0
dspdma.obj	analysis/dspdma_obj_checklist.tsv	analysis/dspdma_obj_inventory.tsv	analysis/dspdma_obj_plan.tsv	6	0	0	6	0	0	0
dsperf.obj	analysis/dsperf_obj_checklist.tsv	analysis/dsperf_obj_inventory.tsv	analysis/dsperf_obj_plan.tsv	5	0	0	5	0	0	0
dvdload.obj	analysis/dvdload_obj_checklist.tsv	analysis/dvdload_obj_inventory.tsv	analysis/dvdload_obj_plan.tsv	7	0	0	7	0	0	0
dxgcreate.obj	analysis/dxgcreate_obj_checklist.tsv	analysis/dxgcreate_obj_inventory.tsv	analysis/dxgcreate_obj_plan.tsv	10	0	0	10	0	0	0
ehprolog.obj	analysis/ehprolog_obj_checklist.tsv	analysis/ehprolog_obj_inventory.tsv	analysis/ehprolog_obj_plan.tsv	1	0	0	1	0	0	0
ehvccctr.obj	analysis/ehvccctr_obj_checklist.tsv	analysis/ehvccctr_obj_inventory.tsv	analysis/ehvccctr_obj_plan.tsv	1	0	0	1	0	0	0
ehvecctr.obj	analysis/ehvecctr_obj_checklist.tsv	analysis/ehvecctr_obj_inventory.tsv	analysis/ehvecctr_obj_plan.tsv	1	0	0	1	0	0	0
ehvecdtr.obj	analysis/ehvecdtr_obj_checklist.tsv	analysis/ehvecdtr_obj_inventory.tsv	analysis/ehvecdtr_obj_plan.tsv	2	0	0	2	0	0	0
encsc.obj	analysis/encsc_obj_checklist.tsv	analysis/encsc_obj_inventory.tsv	analysis/encsc_obj_plan.tsv	3	0	0	3	0	0	0
enet.obj	analysis/enet_obj_checklist.tsv	analysis/enet_obj_inventory.tsv	analysis/enet_obj_plan.tsv	29	0	0	29	0	0	0
engine.obj	analysis/engine_obj_checklist.tsv	analysis/engine_obj_inventory.tsv	analysis/engine_obj_plan.tsv	240	0	0	240	0	0	0
enum.obj	analysis/enum_obj_checklist.tsv	analysis/enum_obj_inventory.tsv	analysis/enum_obj_plan.tsv	11	0	0	11	0	0	0
envtoas.obj	analysis/envtoas_obj_checklist.tsv	analysis/envtoas_obj_inventory.tsv	analysis/envtoas_obj_plan.tsv	1	0	0	1	0	0	0
epdsp.obj	analysis/epdsp_obj_checklist.tsv	analysis/epdsp_obj_inventory.tsv	analysis/epdsp_obj_plan.tsv	18	0	0	18	0	0	0
error.obj	analysis/error_obj_checklist.tsv	analysis/error_obj_inventory.tsv	analysis/error_obj_plan.tsv	7	0	0	7	0	0	0
estonset.obj	analysis/estonset_obj_checklist.tsv	analysis/estonset_obj_inventory.tsv	analysis/estonset_obj_plan.tsv	3	0	0	3	0	0	0
expand.obj	analysis/expand_obj_checklist.tsv	analysis/expand_obj_inventory.tsv	analysis/expand_obj_plan.tsv	1	0	0	1	0	0	0
exphase.obj	analysis/exphase_obj_checklist.tsv	analysis/exphase_obj_inventory.tsv	analysis/exphase_obj_plan.tsv	1	0	0	1	0	0	0
exsup.obj	analysis/exsup_obj_checklist.tsv	analysis/exsup_obj_inventory.tsv	analysis/exsup_obj_plan.tsv	5	0	0	5	0	0	0
exsup3.obj	analysis/exsup3_obj_checklist.tsv	analysis/exsup3_obj_inventory.tsv	analysis/exsup3_obj_plan.tsv	2	0	0	2	0	0	0
fadesc.obj	analysis/fadesc_obj_checklist.tsv	analysis/fadesc_obj_inventory.tsv	analysis/fadesc_obj_plan.tsv	6	0	0	6	0	0	0
fclose.obj	analysis/fclose_obj_checklist.tsv	analysis/fclose_obj_inventory.tsv	analysis/fclose_obj_plan.tsv	2	0	0	2	0	0	0
features.obj	analysis/features_obj_checklist.tsv	analysis/features_obj_inventory.tsv	analysis/features_obj_plan.tsv	15	0	0	15	0	0	0
feedback.obj	analysis/feedback_obj_checklist.tsv	analysis/feedback_obj_inventory.tsv	analysis/feedback_obj_plan.tsv	6	0	0	6	0	0	0
fflush.obj	analysis/fflush_obj_checklist.tsv	analysis/fflush_obj_inventory.tsv	analysis/fflush_obj_plan.tsv	4	0	0	4	0	0	0
fft_cent.obj	analysis/fft_cent_obj_checklist.tsv	analysis/fft_cent_obj_inventory.tsv	analysis/fft_cent_obj_plan.tsv	1	0	0	1	0	0	0
fftsmcos.obj	analysis/fftsmcos_obj_checklist.tsv	analysis/fftsmcos_obj_inventory.tsv	analysis/fftsmcos_obj_plan.tsv	2	0	0	2	0	0	0
fhtkrnl.obj	analysis/fhtkrnl_obj_checklist.tsv	analysis/fhtkrnl_obj_inventory.tsv	analysis/fhtkrnl_obj_plan.tsv	1	0	0	1	0	0	0
filefind.obj	analysis/filefind_obj_checklist.tsv	analysis/filefind_obj_inventory.tsv	analysis/filefind_obj_plan.tsv	3	0	0	3	0	0	0
filehops.obj	analysis/filehops_obj_checklist.tsv	analysis/filehops_obj_inventory.tsv	analysis/filehops_obj_plan.tsv	17	0	0	17	0	0	0
filemisc.obj	analysis/filemisc_obj_checklist.tsv	analysis/filemisc_obj_inventory.tsv	analysis/filemisc_obj_plan.tsv	11	0	0	11	0	0	0
fileopcr.obj	analysis/fileopcr_obj_checklist.tsv	analysis/fileopcr_obj_inventory.tsv	analysis/fileopcr_obj_plan.tsv	3	0	0	3	0	0	0
floatmath.obj	analysis/floatmath_obj_checklist.tsv	analysis/floatmath_obj_inventory.tsv	analysis/floatmath_obj_plan.tsv	4	0	0	4	0	0	0
floor.obj	analysis/floor_obj_checklist.tsv	analysis/floor_obj_inventory.tsv	analysis/floor_obj_plan.tsv	1	0	0	1	0	0	0
fontmath.obj	analysis/fontmath_obj_checklist.tsv	analysis/fontmath_obj_inventory.tsv	analysis/fontmath_obj_plan.tsv	41	0	0	41	0	0	0
fopen.obj	analysis/fopen_obj_checklist.tsv	analysis/fopen_obj_inventory.tsv	analysis/fopen_obj_plan.tsv	2	0	0	2	0	0	0
format.obj	analysis/format_obj_checklist.tsv	analysis/format_obj_inventory.tsv	analysis/format_obj_plan.tsv	2	0	0	2	0	0	0
fp8.obj	analysis/fp8_obj_checklist.tsv	analysis/fp8_obj_inventory.tsv	analysis/fp8_obj_plan.tsv	1	0	0	1	0	0	0
fpctrl.obj	analysis/fpctrl_obj_checklist.tsv	analysis/fpctrl_obj_inventory.tsv	analysis/fpctrl_obj_plan.tsv	4	0	0	4	0	0	0
fpexcept.obj	analysis/fpexcept_obj_checklist.tsv	analysis/fpexcept_obj_inventory.tsv	analysis/fpexcept_obj_plan.tsv	9	0	0	9	0	0	0
fpinit.obj	analysis/fpinit_obj_checklist.tsv	analysis/fpinit_obj_inventory.tsv	analysis/fpinit_obj_plan.tsv	4	0	0	4	0	0	0
fprintf.obj	analysis/fprintf_obj_checklist.tsv	analysis/fprintf_obj_inventory.tsv	analysis/fprintf_obj_plan.tsv	1	0	0	1	0	0	0
fputwc.obj	analysis/fputwc_obj_checklist.tsv	analysis/fputwc_obj_inventory.tsv	analysis/fputwc_obj_plan.tsv	3	0	0	3	0	0	0
frame.obj	analysis/frame_obj_checklist.tsv	analysis/frame_obj_inventory.tsv	analysis/frame_obj_plan.tsv	11	0	0	11	0	0	0
fread.obj	analysis/fread_obj_checklist.tsv	analysis/fread_obj_inventory.tsv	analysis/fread_obj_plan.tsv	2	0	0	2	0	0	0
free.obj	analysis/free_obj_checklist.tsv	analysis/free_obj_inventory.tsv	analysis/free_obj_plan.tsv	1	0	0	1	0	0	0
friends.obj	analysis/friends_obj_checklist.tsv	analysis/friends_obj_inventory.tsv	analysis/friends_obj_plan.tsv	106	0	0	106	0	0	0
frnd.obj	analysis/frnd_obj_checklist.tsv	analysis/frnd_obj_inventory.tsv	analysis/frnd_obj_plan.tsv	1	0	0	1	0	0	0
fscaler.obj	analysis/fscaler_obj_checklist.tsv	analysis/fscaler_obj_inventory.tsv	analysis/fscaler_obj_plan.tsv	34	0	0	34	0	0	0
fseek.obj	analysis/fseek_obj_checklist.tsv	analysis/fseek_obj_inventory.tsv	analysis/fseek_obj_plan.tsv	2	0	0	2	0	0	0
fsglue.obj	analysis/fsglue_obj_checklist.tsv	analysis/fsglue_obj_inventory.tsv	analysis/fsglue_obj_plan.tsv	81	0	0	81	0	0	0
ftell.obj	analysis/ftell_obj_checklist.tsv	analysis/ftell_obj_inventory.tsv	analysis/ftell_obj_plan.tsv	2	0	0	2	0	0	0
ftol2.obj	analysis/ftol2_obj_checklist.tsv	analysis/ftol2_obj_inventory.tsv	analysis/ftol2_obj_plan.tsv	1	0	0	1	0	0	0
fwrite.obj	analysis/fwrite_obj_checklist.tsv	analysis/fwrite_obj_inventory.tsv	analysis/fwrite_obj_plan.tsv	2	0	0	2	0	0	0
g.o	analysis/g_o_checklist.tsv	analysis/g_o_inventory.tsv	analysis/g_o_plan.tsv	1470	1470	0	0	0	0	0
game.o	analysis/game_o_checklist.tsv	analysis/game_o_inventory.tsv	analysis/game_o_plan.tsv	1158	744	414	0	0	0	0
game2.o	analysis/game2_o_checklist.tsv	analysis/game2_o_inventory.tsv	analysis/game2_o_plan.tsv	1040	276	764	0	0	0	0
game_xbox.o	analysis/game_xbox_o_checklist.tsv	analysis/game_xbox_o_inventory.tsv	analysis/game_xbox_o_plan.tsv	365	137	228	0	0	0	0
garbage_dual.obj	analysis/garbage_dual_obj_checklist.tsv	analysis/garbage_dual_obj_inventory.tsv	analysis/garbage_dual_obj_plan.tsv	5	0	0	5	0	0	0
genexcep.obj	analysis/genexcep_obj_checklist.tsv	analysis/genexcep_obj_inventory.tsv	analysis/genexcep_obj_plan.tsv	2	0	0	2	0	0	0
gmtime.obj	analysis/gmtime_obj_checklist.tsv	analysis/gmtime_obj_inventory.tsv	analysis/gmtime_obj_plan.tsv	1	0	0	1	0	0	0
gpdsp.obj	analysis/gpdsp_obj_checklist.tsv	analysis/gpdsp_obj_inventory.tsv	analysis/gpdsp_obj_plan.tsv	19	0	0	19	0	0	0
halx.obj	analysis/halx_obj_checklist.tsv	analysis/halx_obj_inventory.tsv	analysis/halx_obj_plan.tsv	12	0	0	12	0	0	0
handle.obj	analysis/handle_obj_checklist.tsv	analysis/handle_obj_inventory.tsv	analysis/handle_obj_plan.tsv	2	0	0	2	0	0	0
handler.obj	analysis/handler_obj_checklist.tsv	analysis/handler_obj_inventory.tsv	analysis/handler_obj_plan.tsv	3	0	0	3	0	0	0
hawk2.obj	analysis/hawk2_obj_checklist.tsv	analysis/hawk2_obj_inventory.tsv	analysis/hawk2_obj_plan.tsv	30	0	0	30	0	0	0
header.obj	analysis/header_obj_checklist.tsv	analysis/header_obj_inventory.tsv	analysis/header_obj_plan.tsv	18	0	0	18	0	0	0
heap.obj	analysis/heap_obj_checklist.tsv	analysis/heap_obj_inventory.tsv	analysis/heap_obj_plan.tsv	60	0	0	60	0	0	0
heapchk.obj	analysis/heapchk_obj_checklist.tsv	analysis/heapchk_obj_inventory.tsv	analysis/heapchk_obj_plan.tsv	2	0	0	2	0	0	0
heapinit.obj	analysis/heapinit_obj_checklist.tsv	analysis/heapinit_obj_inventory.tsv	analysis/heapinit_obj_plan.tsv	2	0	0	2	0	0	0
hfregen.obj	analysis/hfregen_obj_checklist.tsv	analysis/hfregen_obj_inventory.tsv	analysis/hfregen_obj_plan.tsv	3	0	0	3	0	0	0
hooks.obj	analysis/hooks_obj_checklist.tsv	analysis/hooks_obj_inventory.tsv	analysis/hooks_obj_plan.tsv	3	0	0	3	0	0	0
hrtf.obj	analysis/hrtf_obj_checklist.tsv	analysis/hrtf_obj_inventory.tsv	analysis/hrtf_obj_plan.tsv	27	0	0	27	0	0	0
hub.obj	analysis/hub_obj_checklist.tsv	analysis/hub_obj_inventory.tsv	analysis/hub_obj_plan.tsv	27	0	0	27	0	0	0
hwin.obj	analysis/hwin_obj_checklist.tsv	analysis/hwin_obj_inventory.tsv	analysis/hwin_obj_plan.tsv	2	0	0	2	0	0	0
i3dl2.obj	analysis/i3dl2_obj_checklist.tsv	analysis/i3dl2_obj_inventory.tsv	analysis/i3dl2_obj_plan.tsv	16	0	0	16	0	0	0
ieee87.obj	analysis/ieee87_obj_checklist.tsv	analysis/ieee87_obj_inventory.tsv	analysis/ieee87_obj_plan.tsv	5	0	0	5	0	0	0
ieeemisc.obj	analysis/ieeemisc_obj_checklist.tsv	analysis/ieeemisc_obj_inventory.tsv	analysis/ieeemisc_obj_plan.tsv	8	0	0	8	0	0	0
inactivemode.obj	analysis/inactivemode_obj_checklist.tsv	analysis/inactivemode_obj_inventory.tsv	analysis/inactivemode_obj_plan.tsv	13	0	0	13	0	0	0
inffast.o	analysis/inffast_o_checklist.tsv	analysis/inffast_o_inventory.tsv	analysis/inffast_o_plan.tsv	1	1	0	0	0	0	0
inflate.o	analysis/inflate_o_checklist.tsv	analysis/inflate_o_inventory.tsv	analysis/inflate_o_plan.tsv	11	11	0	0	0	0	0
inftrees.o	analysis/inftrees_o_checklist.tsv	analysis/inftrees_o_inventory.tsv	analysis/inftrees_o_plan.tsv	1	1	0	0	0	0	0
initcrit.obj	analysis/initcrit_obj_checklist.tsv	analysis/initcrit_obj_inventory.tsv	analysis/initcrit_obj_plan.tsv	1	0	0	1	0	0	0
initsect.obj	analysis/initsect_obj_checklist.tsv	analysis/initsect_obj_inventory.tsv	analysis/initsect_obj_plan.tsv	2	0	0	2	0	0	0
input.obj	analysis/input_obj_checklist.tsv	analysis/input_obj_inventory.tsv	analysis/input_obj_plan.tsv	10	0	0	10	0	0	0
instructiongraph.obj	analysis/instructiongraph_obj_checklist.tsv	analysis/instructiongraph_obj_inventory.tsv	analysis/instructiongraph_obj_plan.tsv	612	0	0	612	0	0	0
interp.obj	analysis/interp_obj_checklist.tsv	analysis/interp_obj_inventory.tsv	analysis/interp_obj_plan.tsv	190	0	0	190	0	0	0
intrncvt.obj	analysis/intrncvt_obj_checklist.tsv	analysis/intrncvt_obj_inventory.tsv	analysis/intrncvt_obj_plan.tsv	14	0	0	14	0	0	0
ioinit.obj	analysis/ioinit_obj_checklist.tsv	analysis/ioinit_obj_inventory.tsv	analysis/ioinit_obj_plan.tsv	2	0	0	2	0	0	0
ip.obj	analysis/ip_obj_checklist.tsv	analysis/ip_obj_inventory.tsv	analysis/ip_obj_plan.tsv	156	0	0	156	0	0	0
ipcfg.obj	analysis/ipcfg_obj_checklist.tsv	analysis/ipcfg_obj_inventory.tsv	analysis/ipcfg_obj_plan.tsv	37	0	0	37	0	0	0
ipdns.obj	analysis/ipdns_obj_checklist.tsv	analysis/ipdns_obj_inventory.tsv	analysis/ipdns_obj_plan.tsv	18	0	0	18	0	0	0
ipicmp.obj	analysis/ipicmp_obj_checklist.tsv	analysis/ipicmp_obj_inventory.tsv	analysis/ipicmp_obj_plan.tsv	3	0	0	3	0	0	0
ippnelly.obj	analysis/ippnelly_obj_checklist.tsv	analysis/ippnelly_obj_inventory.tsv	analysis/ippnelly_obj_plan.tsv	6	0	0	6	0	0	0
ipqos.obj	analysis/ipqos_obj_checklist.tsv	analysis/ipqos_obj_inventory.tsv	analysis/ipqos_obj_plan.tsv	33	0	0	33	0	0	0
isatty.obj	analysis/isatty_obj_checklist.tsv	analysis/isatty_obj_inventory.tsv	analysis/isatty_obj_plan.tsv	1	0	0	1	0	0	0
isctype.obj	analysis/isctype_obj_checklist.tsv	analysis/isctype_obj_inventory.tsv	analysis/isctype_obj_plan.tsv	2	0	0	2	0	0	0
ismbspc.obj	analysis/ismbspc_obj_checklist.tsv	analysis/ismbspc_obj_inventory.tsv	analysis/ismbspc_obj_plan.tsv	1	0	0	1	0	0	0
isoch.obj	analysis/isoch_obj_checklist.tsv	analysis/isoch_obj_inventory.tsv	analysis/isoch_obj_plan.tsv	10	0	0	10	0	0	0
isr.obj	analysis/isr_obj_checklist.tsv	analysis/isr_obj_inventory.tsv	analysis/isr_obj_plan.tsv	15	0	0	15	0	0	0
iswctype.obj	analysis/iswctype_obj_checklist.tsv	analysis/iswctype_obj_inventory.tsv	analysis/iswctype_obj_plan.tsv	2	0	0	2	0	0	0
jcomapi.obj	analysis/jcomapi_obj_checklist.tsv	analysis/jcomapi_obj_inventory.tsv	analysis/jcomapi_obj_plan.tsv	4	0	0	4	0	0	0
jdapimin.obj	analysis/jdapimin_obj_checklist.tsv	analysis/jdapimin_obj_inventory.tsv	analysis/jdapimin_obj_plan.tsv	9	0	0	9	0	0	0
jdapistd.obj	analysis/jdapistd_obj_checklist.tsv	analysis/jdapistd_obj_inventory.tsv	analysis/jdapistd_obj_plan.tsv	5	0	0	5	0	0	0
jdcoefct.obj	analysis/jdcoefct_obj_checklist.tsv	analysis/jdcoefct_obj_inventory.tsv	analysis/jdcoefct_obj_plan.tsv	1	0	0	1	0	0	0
jdcolor.obj	analysis/jdcolor_obj_checklist.tsv	analysis/jdcolor_obj_inventory.tsv	analysis/jdcolor_obj_plan.tsv	4	0	0	4	0	0	0
jddctmgr.obj	analysis/jddctmgr_obj_checklist.tsv	analysis/jddctmgr_obj_inventory.tsv	analysis/jddctmgr_obj_plan.tsv	1	0	0	1	0	0	0
jdhuff.obj	analysis/jdhuff_obj_checklist.tsv	analysis/jdhuff_obj_inventory.tsv	analysis/jdhuff_obj_plan.tsv	4	0	0	4	0	0	0
jdinput.obj	analysis/jdinput_obj_checklist.tsv	analysis/jdinput_obj_inventory.tsv	analysis/jdinput_obj_plan.tsv	1	0	0	1	0	0	0
jdmainct.obj	analysis/jdmainct_obj_checklist.tsv	analysis/jdmainct_obj_inventory.tsv	analysis/jdmainct_obj_plan.tsv	1	0	0	1	0	0	0
jdmarker.obj	analysis/jdmarker_obj_checklist.tsv	analysis/jdmarker_obj_inventory.tsv	analysis/jdmarker_obj_plan.tsv	2	0	0	2	0	0	0
jdmaster.obj	analysis/jdmaster_obj_checklist.tsv	analysis/jdmaster_obj_inventory.tsv	analysis/jdmaster_obj_plan.tsv	3	0	0	3	0	0	0
jdmerge.obj	analysis/jdmerge_obj_checklist.tsv	analysis/jdmerge_obj_inventory.tsv	analysis/jdmerge_obj_plan.tsv	1	0	0	1	0	0	0
jdphuff.obj	analysis/jdphuff_obj_checklist.tsv	analysis/jdphuff_obj_inventory.tsv	analysis/jdphuff_obj_plan.tsv	1	0	0	1	0	0	0
jdpostct.obj	analysis/jdpostct_obj_checklist.tsv	analysis/jdpostct_obj_inventory.tsv	analysis/jdpostct_obj_plan.tsv	1	0	0	1	0	0	0
jdsample.obj	analysis/jdsample_obj_checklist.tsv	analysis/jdsample_obj_inventory.tsv	analysis/jdsample_obj_plan.tsv	1	0	0	1	0	0	0
jerror.obj	analysis/jerror_obj_checklist.tsv	analysis/jerror_obj_inventory.tsv	analysis/jerror_obj_plan.tsv	1	0	0	1	0	0	0
jidctflt.obj	analysis/jidctflt_obj_checklist.tsv	analysis/jidctflt_obj_inventory.tsv	analysis/jidctflt_obj_plan.tsv	1	0	0	1	0	0	0
jidctfst.obj	analysis/jidctfst_obj_checklist.tsv	analysis/jidctfst_obj_inventory.tsv	analysis/jidctfst_obj_plan.tsv	1	0	0	1	0	0	0
jidctint.obj	analysis/jidctint_obj_checklist.tsv	analysis/jidctint_obj_inventory.tsv	analysis/jidctint_obj_plan.tsv	1	0	0	1	0	0	0
jidctred.obj	analysis/jidctred_obj_checklist.tsv	analysis/jidctred_obj_inventory.tsv	analysis/jidctred_obj_plan.tsv	3	0	0	3	0	0	0
jitter.obj	analysis/jitter_obj_checklist.tsv	analysis/jitter_obj_inventory.tsv	analysis/jitter_obj_plan.tsv	1	0	0	1	0	0	0
jmemmgr.obj	analysis/jmemmgr_obj_checklist.tsv	analysis/jmemmgr_obj_inventory.tsv	analysis/jmemmgr_obj_plan.tsv	1	0	0	1	0	0	0
jmemnobs.obj	analysis/jmemnobs_obj_checklist.tsv	analysis/jmemnobs_obj_inventory.tsv	analysis/jmemnobs_obj_plan.tsv	8	0	0	8	0	0	0
jobqueue.o	analysis/jobqueue_o_checklist.tsv	analysis/jobqueue_o_inventory.tsv	analysis/jobqueue_o_plan.tsv	26	26	0	0	0	0	0
jobqueue_legacy.o	analysis/jobqueue_legacy_o_checklist.tsv	analysis/jobqueue_legacy_o_inventory.tsv	analysis/jobqueue_legacy_o_plan.tsv	11	8	3	0	0	0	0
jquant1.obj	analysis/jquant1_obj_checklist.tsv	analysis/jquant1_obj_inventory.tsv	analysis/jquant1_obj_plan.tsv	1	0	0	1	0	0	0
jquant2.obj	analysis/jquant2_obj_checklist.tsv	analysis/jquant2_obj_inventory.tsv	analysis/jquant2_obj_plan.tsv	1	0	0	1	0	0	0
jutils.obj	analysis/jutils_obj_checklist.tsv	analysis/jutils_obj_inventory.tsv	analysis/jutils_obj_plan.tsv	6	0	0	6	0	0	0
k2ask.obj	analysis/k2ask_obj_checklist.tsv	analysis/k2ask_obj_inventory.tsv	analysis/k2ask_obj_plan.tsv	2	0	0	2	0	0	0
kerberos.obj	analysis/kerberos_obj_checklist.tsv	analysis/kerberos_obj_inventory.tsv	analysis/kerberos_obj_plan.tsv	59	0	0	59	0	0	0
klpitch.obj	analysis/klpitch_obj_checklist.tsv	analysis/klpitch_obj_inventory.tsv	analysis/klpitch_obj_plan.tsv	1	0	0	1	0	0	0
krb5.obj	analysis/krb5_obj_checklist.tsv	analysis/krb5_obj_inventory.tsv	analysis/krb5_obj_plan.tsv	6	0	0	6	0	0	0
krnlptch.obj	analysis/krnlptch_obj_checklist.tsv	analysis/krnlptch_obj_inventory.tsv	analysis/krnlptch_obj_plan.tsv	2	0	0	2	0	0	0
kstoas.obj	analysis/kstoas_obj_checklist.tsv	analysis/kstoas_obj_inventory.tsv	analysis/kstoas_obj_plan.tsv	1	0	0	1	0	0	0
kthunks.obj	analysis/kthunks_obj_checklist.tsv	analysis/kthunks_obj_inventory.tsv	analysis/kthunks_obj_plan.tsv	7	0	0	7	0	0	0
launch.obj	analysis/launch_obj_checklist.tsv	analysis/launch_obj_inventory.tsv	analysis/launch_obj_plan.tsv	4	0	0	4	0	0	0
lazy.obj	analysis/lazy_obj_checklist.tsv	analysis/lazy_obj_inventory.tsv	analysis/lazy_obj_plan.tsv	12	0	0	12	0	0	0
lcompat.obj	analysis/lcompat_obj_checklist.tsv	analysis/lcompat_obj_inventory.tsv	analysis/lcompat_obj_plan.tsv	6	0	0	6	0	0	0
lcompata.obj	analysis/lcompata_obj_checklist.tsv	analysis/lcompata_obj_inventory.tsv	analysis/lcompata_obj_plan.tsv	6	0	0	6	0	0	0
ldexp.obj	analysis/ldexp_obj_checklist.tsv	analysis/ldexp_obj_inventory.tsv	analysis/ldexp_obj_plan.tsv	1	0	0	1	0	0	0
ldpda.obj	analysis/ldpda_obj_checklist.tsv	analysis/ldpda_obj_inventory.tsv	analysis/ldpda_obj_plan.tsv	4	0	0	4	0	0	0
lineintp.obj	analysis/lineintp_obj_checklist.tsv	analysis/lineintp_obj_inventory.tsv	analysis/lineintp_obj_plan.tsv	1	0	0	1	0	0	0
livesign.obj	analysis/livesign_obj_checklist.tsv	analysis/livesign_obj_inventory.tsv	analysis/livesign_obj_plan.tsv	9	0	0	9	0	0	0
lldiv.obj	analysis/lldiv_obj_checklist.tsv	analysis/lldiv_obj_inventory.tsv	analysis/lldiv_obj_plan.tsv	1	0	0	1	0	0	0
llmul.obj	analysis/llmul_obj_checklist.tsv	analysis/llmul_obj_inventory.tsv	analysis/llmul_obj_plan.tsv	1	0	0	1	0	0	0
llrem.obj	analysis/llrem_obj_checklist.tsv	analysis/llrem_obj_inventory.tsv	analysis/llrem_obj_plan.tsv	1	0	0	1	0	0	0
llshl.obj	analysis/llshl_obj_checklist.tsv	analysis/llshl_obj_inventory.tsv	analysis/llshl_obj_plan.tsv	1	0	0	1	0	0	0
llshr.obj	analysis/llshr_obj_checklist.tsv	analysis/llshr_obj_inventory.tsv	analysis/llshr_obj_plan.tsv	1	0	0	1	0	0	0
